"la","year","sex","med_le_0","med_le_50","med_le_65","med_le_80"
"E07000044",2003,"female",86,86,86,89
"E07000044",2003,"male",81,82,83,87
"E07000044",2004,"female",86,87,88,NA
"E07000044",2004,"male",84,84,85,89
"E07000044",2005,"female",86,87,87,90
"E07000044",2005,"male",83,83,84,87
"E07000044",2006,"female",87,88,88,90
"E07000044",2006,"male",83,84,84,88
"E07000044",2007,"female",87,88,88,90
"E07000044",2007,"male",82,82,83,87
"E07000044",2008,"female",88,88,88,90
"E07000044",2008,"male",85,85,86,89
"E07000044",2009,"female",87,88,88,90
"E07000044",2009,"male",83,84,84,87
"E07000044",2010,"female",88,88,88,90
"E07000044",2010,"male",85,85,86,90
"E07000044",2011,"female",88,88,89,90
"E07000044",2011,"male",85,85,86,87
"E07000044",2012,"female",88,88,89,90
"E07000044",2012,"male",85,86,86,89
"E07000044",2013,"female",88,89,89,NA
"E07000044",2013,"male",85,85,86,89
"E07000045",2002,"female",86,86,87,89
"E07000045",2002,"male",81,82,83,87
"E07000045",2003,"female",86,86,87,89
"E07000045",2003,"male",82,82,83,87
"E07000045",2004,"female",86,87,87,89
"E07000045",2004,"male",82,83,84,88
"E07000045",2005,"female",87,87,88,90
"E07000045",2005,"male",83,83,84,87
"E07000045",2006,"female",87,87,88,90
"E07000045",2006,"male",83,83,85,88
"E07000045",2007,"female",87,87,88,90
"E07000045",2007,"male",83,83,84,88
"E07000045",2008,"female",87,88,88,NA
"E07000045",2008,"male",83,83,84,88
"E07000045",2009,"female",87,87,88,90
"E07000045",2009,"male",84,85,85,88
"E07000045",2010,"female",87,87,87,90
"E07000045",2010,"male",84,84,85,88
"E07000045",2011,"female",87,88,88,90
"E07000045",2011,"male",84,84,85,88
"E07000045",2012,"female",88,88,88,90
"E07000045",2012,"male",84,84,85,88
"E07000045",2013,"female",89,89,89,90
"E07000045",2013,"male",84,84,85,88
"E07000046",2002,"female",86,86,87,88
"E07000046",2002,"male",79,80,82,87
"E07000046",2003,"female",85,86,86,88
"E07000046",2003,"male",81,81,83,87
"E07000046",2004,"female",86,86,87,89
"E07000046",2004,"male",80,81,82,87
"E07000046",2005,"female",86,86,86,89
"E07000046",2005,"male",82,82,84,87
"E07000046",2006,"female",86,86,87,89
"E07000046",2006,"male",82,83,84,87
"E07000046",2007,"female",87,87,87,90
"E07000046",2007,"male",83,83,85,88
"E07000046",2008,"female",87,87,87,90
"E07000046",2008,"male",83,84,85,88
"E07000046",2009,"female",85,86,87,90
"E07000046",2009,"male",84,84,85,88
"E07000046",2010,"female",87,88,88,90
"E07000046",2010,"male",85,85,85,88
"E07000046",2011,"female",87,87,88,89
"E07000046",2011,"male",84,84,85,88
"E07000046",2012,"female",87,87,88,90
"E07000046",2012,"male",83,83,84,89
"E07000046",2013,"female",87,87,88,90
"E07000046",2013,"male",85,85,85,88
"E07000047",2002,"female",86,86,87,89
"E07000047",2002,"male",82,83,83,86
"E07000047",2003,"female",86,87,88,90
"E07000047",2003,"male",82,83,84,88
"E07000047",2004,"female",86,87,87,90
"E07000047",2004,"male",82,82,83,87
"E07000047",2005,"female",87,87,88,NA
"E07000047",2005,"male",82,83,84,88
"E07000047",2006,"female",87,87,87,89
"E07000047",2006,"male",84,84,85,88
"E07000047",2007,"female",88,88,89,90
"E07000047",2007,"male",83,83,83,87
"E07000047",2008,"female",88,88,88,90
"E07000047",2008,"male",83,83,84,87
"E07000047",2009,"female",87,88,88,90
"E07000047",2009,"male",84,84,85,87
"E07000047",2010,"female",87,88,88,90
"E07000047",2010,"male",86,87,87,89
"E07000047",2011,"female",88,88,89,NA
"E07000047",2011,"male",85,85,86,89
"E07000047",2012,"female",87,87,88,89
"E07000047",2012,"male",84,85,85,87
"E07000047",2013,"female",88,88,88,90
"E07000047",2013,"male",83,83,84,89
"E07000048",2002,"female",87,88,88,90
"E07000048",2002,"male",81,82,83,87
"E07000048",2003,"female",88,88,88,NA
"E07000048",2003,"male",82,83,84,88
"E07000048",2004,"female",87,88,88,90
"E07000048",2004,"male",82,82,83,89
"E07000048",2005,"female",87,87,88,90
"E07000048",2005,"male",85,85,86,89
"E07000048",2006,"female",88,89,89,NA
"E07000048",2006,"male",83,84,85,89
"E07000048",2007,"female",88,88,89,NA
"E07000048",2007,"male",84,85,85,90
"E07000048",2008,"female",88,88,89,NA
"E07000048",2008,"male",84,85,86,88
"E07000048",2009,"female",89,89,90,NA
"E07000048",2009,"male",85,86,86,89
"E07000048",2010,"female",88,89,89,NA
"E07000048",2010,"male",85,85,86,89
"E07000048",2011,"female",87,88,88,90
"E07000048",2011,"male",85,86,87,89
"E07000048",2012,"female",90,90,90,NA
"E07000048",2012,"male",85,85,86,88
"E07000048",2013,"female",89,89,90,90
"E07000048",2013,"male",86,86,88,90
"E07000049",2002,"female",87,87,87,90
"E07000049",2002,"male",83,83,85,88
"E07000049",2003,"female",87,88,88,90
"E07000049",2003,"male",84,84,85,88
"E07000049",2004,"female",87,88,88,90
"E07000049",2004,"male",84,84,85,88
"E07000049",2005,"female",88,88,89,90
"E07000049",2005,"male",85,85,85,89
"E07000049",2006,"female",87,88,88,90
"E07000049",2006,"male",85,85,86,89
"E07000049",2007,"female",89,89,90,NA
"E07000049",2007,"male",85,86,86,88
"E07000049",2008,"female",89,89,89,NA
"E07000049",2008,"male",85,85,86,89
"E07000049",2009,"female",88,88,89,90
"E07000049",2009,"male",86,86,86,89
"E07000049",2010,"female",89,89,89,NA
"E07000049",2010,"male",86,86,87,89
"E07000049",2011,"female",89,89,90,NA
"E07000049",2011,"male",86,86,87,89
"E07000049",2012,"female",90,90,90,NA
"E07000049",2012,"male",86,86,87,88
"E07000049",2013,"female",89,89,89,NA
"E07000049",2013,"male",86,86,87,89
"E07000050",2002,"female",86,86,86,89
"E07000050",2002,"male",82,83,84,87
"E07000050",2003,"female",86,86,87,89
"E07000050",2003,"male",81,82,83,87
"E07000050",2004,"female",87,87,87,90
"E07000050",2004,"male",84,85,86,88
"E07000050",2005,"female",87,87,87,90
"E07000050",2005,"male",83,84,85,88
"E07000050",2006,"female",87,87,87,89
"E07000050",2006,"male",84,84,86,88
"E07000050",2007,"female",88,88,88,NA
"E07000050",2007,"male",83,84,85,88
"E07000050",2008,"female",89,89,90,90
"E07000050",2008,"male",85,85,85,88
"E07000050",2009,"female",87,87,88,90
"E07000050",2009,"male",85,86,86,88
"E07000050",2010,"female",88,88,89,90
"E07000050",2010,"male",85,85,86,88
"E07000050",2011,"female",89,89,90,NA
"E07000050",2011,"male",85,85,86,89
"E07000050",2012,"female",88,88,89,90
"E07000050",2012,"male",85,85,86,89
"E07000050",2013,"female",89,90,90,NA
"E07000050",2013,"male",85,85,86,88
"E07000051",2002,"female",87,87,87,89
"E07000051",2002,"male",82,83,85,87
"E07000051",2003,"female",87,87,87,89
"E07000051",2003,"male",83,83,84,87
"E07000051",2004,"female",85,86,86,89
"E07000051",2004,"male",82,83,83,87
"E07000051",2005,"female",88,89,89,NA
"E07000051",2005,"male",82,83,84,89
"E07000051",2006,"female",86,86,87,90
"E07000051",2006,"male",83,84,84,89
"E07000051",2007,"female",87,87,88,NA
"E07000051",2007,"male",83,84,84,88
"E07000051",2008,"female",88,88,88,90
"E07000051",2008,"male",84,85,85,88
"E07000051",2009,"female",88,88,88,NA
"E07000051",2009,"male",84,85,86,89
"E07000051",2010,"female",88,88,89,NA
"E07000051",2010,"male",84,84,85,89
"E07000051",2011,"female",88,88,89,NA
"E07000051",2011,"male",85,86,86,89
"E07000051",2012,"female",89,89,89,NA
"E07000051",2012,"male",85,86,87,89
"E07000051",2013,"female",89,89,90,NA
"E07000051",2013,"male",84,85,86,89
"E07000052",2002,"female",86,86,87,89
"E07000052",2002,"male",81,82,84,88
"E07000052",2003,"female",86,86,87,89
"E07000052",2003,"male",82,83,84,87
"E07000052",2004,"female",86,87,87,89
"E07000052",2004,"male",83,83,84,88
"E07000052",2005,"female",87,87,88,89
"E07000052",2005,"male",83,84,85,88
"E07000052",2006,"female",86,87,87,90
"E07000052",2006,"male",83,84,84,89
"E07000052",2007,"female",87,87,88,90
"E07000052",2007,"male",84,84,85,88
"E07000052",2008,"female",87,88,88,NA
"E07000052",2008,"male",84,85,86,89
"E07000052",2009,"female",88,88,88,90
"E07000052",2009,"male",83,83,84,88
"E07000052",2010,"female",88,88,88,90
"E07000052",2010,"male",84,85,85,88
"E07000052",2011,"female",88,88,88,90
"E07000052",2011,"male",85,85,86,88
"E07000052",2012,"female",88,88,89,90
"E07000052",2012,"male",85,85,86,88
"E07000052",2013,"female",88,88,89,90
"E07000052",2013,"male",85,86,86,88
"E07000053",2002,"female",85,85,86,88
"E07000053",2002,"male",79,80,82,87
"E07000053",2003,"female",84,85,85,89
"E07000053",2003,"male",80,81,82,87
"E07000053",2004,"female",85,85,86,89
"E07000053",2004,"male",82,82,83,87
"E07000053",2005,"female",85,86,86,89
"E07000053",2005,"male",83,83,84,88
"E07000053",2006,"female",86,86,88,90
"E07000053",2006,"male",82,83,84,88
"E07000053",2007,"female",85,86,86,88
"E07000053",2007,"male",82,83,85,87
"E07000053",2008,"female",86,86,87,90
"E07000053",2008,"male",82,83,84,88
"E07000053",2009,"female",86,86,86,89
"E07000053",2009,"male",83,84,84,87
"E07000053",2010,"female",86,87,87,90
"E07000053",2010,"male",82,83,84,88
"E07000053",2011,"female",86,86,87,89
"E07000053",2011,"male",83,84,86,89
"E07000053",2012,"female",86,87,87,NA
"E07000053",2012,"male",83,83,85,89
"E07000053",2013,"female",87,87,88,90
"E07000053",2013,"male",82,84,85,89
"E07000061",2002,"female",86,86,87,90
"E07000061",2002,"male",79,81,82,86
"E07000061",2003,"female",85,86,87,90
"E07000061",2003,"male",81,82,83,87
"E07000061",2004,"female",86,86,87,90
"E07000061",2004,"male",81,82,84,89
"E07000061",2005,"female",85,86,86,89
"E07000061",2005,"male",82,82,83,87
"E07000061",2006,"female",86,86,87,90
"E07000061",2006,"male",81,82,84,88
"E07000061",2007,"female",87,87,88,90
"E07000061",2007,"male",83,83,84,88
"E07000061",2008,"female",87,87,88,90
"E07000061",2008,"male",83,83,85,89
"E07000061",2009,"female",87,87,88,90
"E07000061",2009,"male",83,83,85,88
"E07000061",2010,"female",87,87,88,90
"E07000061",2010,"male",82,82,83,88
"E07000061",2011,"female",87,87,88,90
"E07000061",2011,"male",83,84,86,89
"E07000061",2012,"female",87,87,88,90
"E07000061",2012,"male",84,84,85,89
"E07000061",2013,"female",87,87,88,90
"E07000061",2013,"male",82,83,84,89
"E07000062",2002,"female",83,84,85,88
"E07000062",2002,"male",79,80,81,87
"E07000062",2003,"female",84,84,85,88
"E07000062",2003,"male",79,80,81,87
"E07000062",2004,"female",84,84,85,88
"E07000062",2004,"male",80,81,82,86
"E07000062",2005,"female",85,86,86,89
"E07000062",2005,"male",82,82,84,87
"E07000062",2006,"female",84,85,85,88
"E07000062",2006,"male",79,79,82,87
"E07000062",2007,"female",84,84,86,88
"E07000062",2007,"male",79,80,82,87
"E07000062",2008,"female",85,85,86,89
"E07000062",2008,"male",81,81,83,87
"E07000062",2009,"female",84,85,86,89
"E07000062",2009,"male",81,82,83,88
"E07000062",2010,"female",84,85,86,89
"E07000062",2010,"male",80,81,83,89
"E07000062",2011,"female",86,86,87,89
"E07000062",2011,"male",81,82,84,87
"E07000062",2012,"female",85,85,86,89
"E07000062",2012,"male",81,81,83,88
"E07000062",2013,"female",85,85,86,89
"E07000062",2013,"male",81,82,83,88
"E07000063",2002,"female",86,87,87,90
"E07000063",2002,"male",83,83,84,88
"E07000063",2003,"female",85,86,87,89
"E07000063",2003,"male",82,82,83,88
"E07000063",2004,"female",86,86,88,90
"E07000063",2004,"male",82,82,84,88
"E07000063",2005,"female",86,86,87,90
"E07000063",2005,"male",83,83,85,88
"E07000063",2006,"female",87,87,88,90
"E07000063",2006,"male",83,83,84,88
"E07000063",2007,"female",86,87,87,90
"E07000063",2007,"male",83,84,85,88
"E07000063",2008,"female",87,88,88,90
"E07000063",2008,"male",85,85,85,88
"E07000063",2009,"female",89,89,90,NA
"E07000063",2009,"male",85,85,86,88
"E07000063",2010,"female",87,87,88,90
"E07000063",2010,"male",85,85,86,89
"E07000063",2011,"female",88,88,88,90
"E07000063",2011,"male",84,84,85,88
"E07000063",2012,"female",88,88,89,NA
"E07000063",2012,"male",86,86,87,89
"E07000063",2013,"female",89,89,89,NA
"E07000063",2013,"male",83,83,85,89
"E07000064",2002,"female",85,86,87,89
"E07000064",2002,"male",82,83,84,87
"E07000064",2003,"female",85,85,86,89
"E07000064",2003,"male",81,81,83,87
"E07000064",2004,"female",85,86,86,89
"E07000064",2004,"male",83,83,84,87
"E07000064",2005,"female",87,87,88,90
"E07000064",2005,"male",81,82,83,87
"E07000064",2006,"female",87,87,88,90
"E07000064",2006,"male",83,84,85,88
"E07000064",2007,"female",86,87,87,89
"E07000064",2007,"male",83,84,85,88
"E07000064",2008,"female",87,87,88,NA
"E07000064",2008,"male",84,85,85,88
"E07000064",2009,"female",87,87,88,90
"E07000064",2009,"male",83,83,84,88
"E07000064",2010,"female",87,87,88,90
"E07000064",2010,"male",84,85,86,88
"E07000064",2011,"female",87,87,88,90
"E07000064",2011,"male",84,84,86,89
"E07000064",2012,"female",88,88,88,90
"E07000064",2012,"male",84,85,85,89
"E07000064",2013,"female",87,88,88,90
"E07000064",2013,"male",84,84,85,88
"E07000065",2002,"female",86,86,87,89
"E07000065",2002,"male",83,83,84,88
"E07000065",2003,"female",86,87,87,89
"E07000065",2003,"male",82,83,84,88
"E07000065",2004,"female",87,87,87,90
"E07000065",2004,"male",82,83,84,87
"E07000065",2005,"female",86,87,87,90
"E07000065",2005,"male",83,83,84,88
"E07000065",2006,"female",87,87,87,90
"E07000065",2006,"male",83,83,84,88
"E07000065",2007,"female",87,88,88,90
"E07000065",2007,"male",84,84,85,89
"E07000065",2008,"female",88,89,89,NA
"E07000065",2008,"male",84,85,86,88
"E07000065",2009,"female",88,88,88,90
"E07000065",2009,"male",84,85,85,88
"E07000065",2010,"female",87,88,88,90
"E07000065",2010,"male",84,85,85,88
"E07000065",2011,"female",88,88,88,90
"E07000065",2011,"male",85,85,86,89
"E07000065",2012,"female",88,88,88,90
"E07000065",2012,"male",85,86,86,89
"E07000065",2013,"female",88,88,89,90
"E07000065",2013,"male",85,85,86,88
"E07000066",2002,"female",84,85,86,88
"E07000066",2002,"male",79,80,81,87
"E07000066",2003,"female",83,84,85,88
"E07000066",2003,"male",80,81,82,87
"E07000066",2004,"female",85,85,86,89
"E07000066",2004,"male",80,80,82,87
"E07000066",2005,"female",84,84,86,88
"E07000066",2005,"male",80,81,82,87
"E07000066",2006,"female",84,85,85,88
"E07000066",2006,"male",81,82,83,86
"E07000066",2007,"female",84,85,86,88
"E07000066",2007,"male",81,82,83,87
"E07000066",2008,"female",85,85,86,89
"E07000066",2008,"male",83,83,84,88
"E07000066",2009,"female",86,87,87,90
"E07000066",2009,"male",82,82,83,87
"E07000066",2010,"female",86,86,87,90
"E07000066",2010,"male",83,83,84,88
"E07000066",2011,"female",86,86,87,89
"E07000066",2011,"male",83,83,85,87
"E07000066",2012,"female",86,87,87,89
"E07000066",2012,"male",83,84,85,88
"E07000066",2013,"female",86,86,87,89
"E07000066",2013,"male",83,83,85,88
"E07000067",2002,"female",84,84,85,88
"E07000067",2002,"male",81,81,82,86
"E07000067",2003,"female",85,85,86,89
"E07000067",2003,"male",79,80,81,87
"E07000067",2004,"female",85,85,86,89
"E07000067",2004,"male",81,81,82,86
"E07000067",2005,"female",85,85,85,88
"E07000067",2005,"male",82,82,83,86
"E07000067",2006,"female",86,86,87,89
"E07000067",2006,"male",83,83,84,87
"E07000067",2007,"female",87,87,87,89
"E07000067",2007,"male",82,83,84,87
"E07000067",2008,"female",85,85,86,89
"E07000067",2008,"male",82,83,83,88
"E07000067",2009,"female",85,86,86,89
"E07000067",2009,"male",83,83,84,88
"E07000067",2010,"female",87,87,87,89
"E07000067",2010,"male",83,84,84,88
"E07000067",2011,"female",86,86,87,90
"E07000067",2011,"male",84,84,85,88
"E07000067",2012,"female",87,87,88,90
"E07000067",2012,"male",83,83,84,88
"E07000067",2013,"female",86,86,87,89
"E07000067",2013,"male",83,84,84,88
"E07000068",2002,"female",85,85,85,89
"E07000068",2002,"male",83,83,84,87
"E07000068",2003,"female",85,85,86,90
"E07000068",2003,"male",83,84,84,89
"E07000068",2004,"female",86,86,87,89
"E07000068",2004,"male",83,83,84,86
"E07000068",2005,"female",87,87,88,90
"E07000068",2005,"male",82,83,84,87
"E07000068",2006,"female",86,86,87,89
"E07000068",2006,"male",84,85,86,87
"E07000068",2007,"female",86,87,87,89
"E07000068",2007,"male",83,84,85,88
"E07000068",2008,"female",86,86,87,89
"E07000068",2008,"male",82,82,83,87
"E07000068",2009,"female",87,87,88,90
"E07000068",2009,"male",83,83,85,89
"E07000068",2010,"female",88,88,89,90
"E07000068",2010,"male",86,86,87,89
"E07000068",2011,"female",88,88,88,90
"E07000068",2011,"male",84,85,85,88
"E07000068",2012,"female",87,88,88,90
"E07000068",2012,"male",85,85,86,88
"E07000068",2013,"female",88,88,88,90
"E07000068",2013,"male",85,86,86,89
"E07000069",2002,"female",84,84,85,89
"E07000069",2002,"male",81,81,82,86
"E07000069",2003,"female",84,84,85,88
"E07000069",2003,"male",80,81,82,87
"E07000069",2004,"female",84,84,85,88
"E07000069",2004,"male",81,81,83,86
"E07000069",2005,"female",85,85,86,89
"E07000069",2005,"male",81,82,83,88
"E07000069",2006,"female",86,86,87,89
"E07000069",2006,"male",83,83,84,88
"E07000069",2007,"female",86,86,87,89
"E07000069",2007,"male",82,83,84,87
"E07000069",2008,"female",85,86,86,89
"E07000069",2008,"male",82,83,84,88
"E07000069",2009,"female",86,86,87,89
"E07000069",2009,"male",82,83,84,88
"E07000069",2010,"female",86,86,87,89
"E07000069",2010,"male",84,84,85,89
"E07000069",2011,"female",86,87,87,90
"E07000069",2011,"male",84,84,85,88
"E07000069",2012,"female",86,87,87,89
"E07000069",2012,"male",84,84,85,88
"E07000069",2013,"female",86,86,87,89
"E07000069",2013,"male",83,84,85,87
"E07000070",2002,"female",86,86,87,90
"E07000070",2002,"male",81,81,82,87
"E07000070",2003,"female",86,86,86,89
"E07000070",2003,"male",83,83,84,87
"E07000070",2004,"female",86,86,87,89
"E07000070",2004,"male",82,83,83,87
"E07000070",2005,"female",86,86,87,90
"E07000070",2005,"male",82,83,84,87
"E07000070",2006,"female",87,87,88,NA
"E07000070",2006,"male",83,83,84,88
"E07000070",2007,"female",87,87,87,90
"E07000070",2007,"male",83,84,84,88
"E07000070",2008,"female",87,87,88,90
"E07000070",2008,"male",84,84,85,89
"E07000070",2009,"female",88,88,88,90
"E07000070",2009,"male",84,84,85,88
"E07000070",2010,"female",88,88,89,90
"E07000070",2010,"male",84,85,85,89
"E07000070",2011,"female",87,88,88,90
"E07000070",2011,"male",84,84,86,89
"E07000070",2012,"female",88,88,88,90
"E07000070",2012,"male",84,85,85,88
"E07000070",2013,"female",87,87,88,90
"E07000070",2013,"male",85,85,86,88
"E07000071",2002,"female",85,86,86,89
"E07000071",2002,"male",81,81,82,87
"E07000071",2003,"female",86,86,87,89
"E07000071",2003,"male",82,82,83,87
"E07000071",2004,"female",85,85,86,89
"E07000071",2004,"male",82,82,83,87
"E07000071",2005,"female",86,86,87,89
"E07000071",2005,"male",82,82,83,87
"E07000071",2006,"female",86,86,86,89
"E07000071",2006,"male",82,83,83,87
"E07000071",2007,"female",86,86,87,89
"E07000071",2007,"male",82,82,83,87
"E07000071",2008,"female",87,88,88,90
"E07000071",2008,"male",82,83,84,88
"E07000071",2009,"female",86,87,87,89
"E07000071",2009,"male",84,84,86,88
"E07000071",2010,"female",87,87,88,90
"E07000071",2010,"male",83,83,84,88
"E07000071",2011,"female",87,88,88,90
"E07000071",2011,"male",84,84,85,89
"E07000071",2012,"female",87,88,88,90
"E07000071",2012,"male",83,84,85,88
"E07000071",2013,"female",87,87,87,89
"E07000071",2013,"male",84,84,85,88
"E07000072",2002,"female",86,86,86,88
"E07000072",2002,"male",80,81,82,87
"E07000072",2003,"female",85,85,86,88
"E07000072",2003,"male",83,83,84,87
"E07000072",2004,"female",86,86,86,89
"E07000072",2004,"male",81,82,83,88
"E07000072",2005,"female",85,85,86,89
"E07000072",2005,"male",81,81,83,88
"E07000072",2006,"female",86,86,86,89
"E07000072",2006,"male",81,81,83,87
"E07000072",2007,"female",86,86,86,90
"E07000072",2007,"male",82,83,84,87
"E07000072",2008,"female",85,85,86,89
"E07000072",2008,"male",83,84,85,87
"E07000072",2009,"female",86,86,87,89
"E07000072",2009,"male",84,84,85,88
"E07000072",2010,"female",86,87,87,89
"E07000072",2010,"male",84,85,85,88
"E07000072",2011,"female",87,87,88,90
