"la","year","sex","med_le_0","med_le_50","med_le_65","med_le_80"
"E07000153",2007,"female",86,86,87,90
"E07000153",2007,"male",81,81,82,88
"E07000153",2008,"female",85,86,87,88
"E07000153",2008,"male",83,84,85,88
"E07000153",2009,"female",85,85,86,89
"E07000153",2009,"male",82,82,83,87
"E07000153",2010,"female",86,87,88,90
"E07000153",2010,"male",83,83,85,88
"E07000153",2011,"female",87,87,88,90
"E07000153",2011,"male",82,83,84,87
"E07000153",2012,"female",86,87,88,90
"E07000153",2012,"male",82,83,84,88
"E07000153",2013,"female",87,87,87,89
"E07000153",2013,"male",83,83,84,87
"E07000154",2002,"female",84,84,85,89
"E07000154",2002,"male",79,80,81,87
"E07000154",2003,"female",84,85,86,88
"E07000154",2003,"male",79,80,81,87
"E07000154",2004,"female",85,85,86,89
"E07000154",2004,"male",79,80,82,87
"E07000154",2005,"female",84,84,86,89
"E07000154",2005,"male",80,81,82,87
"E07000154",2006,"female",85,85,87,89
"E07000154",2006,"male",81,82,83,87
"E07000154",2007,"female",85,85,86,90
"E07000154",2007,"male",81,81,83,87
"E07000154",2008,"female",86,87,87,90
"E07000154",2008,"male",81,82,83,87
"E07000154",2009,"female",85,86,86,89
"E07000154",2009,"male",81,82,83,88
"E07000154",2010,"female",86,86,87,89
"E07000154",2010,"male",82,82,84,88
"E07000154",2011,"female",85,86,87,90
"E07000154",2011,"male",81,82,83,88
"E07000154",2012,"female",85,86,86,89
"E07000154",2012,"male",82,83,84,88
"E07000154",2013,"female",86,86,87,89
"E07000154",2013,"male",82,83,84,88
"E07000155",2002,"female",86,86,86,88
"E07000155",2002,"male",81,81,82,86
"E07000155",2003,"female",86,86,86,89
"E07000155",2003,"male",82,82,83,87
"E07000155",2004,"female",85,85,86,89
"E07000155",2004,"male",81,82,83,88
"E07000155",2005,"female",86,87,87,90
"E07000155",2005,"male",83,84,84,87
"E07000155",2006,"female",85,85,86,89
"E07000155",2006,"male",83,83,84,87
"E07000155",2007,"female",86,87,87,89
"E07000155",2007,"male",84,84,84,86
"E07000155",2008,"female",87,87,88,90
"E07000155",2008,"male",82,83,84,87
"E07000155",2009,"female",87,87,88,90
"E07000155",2009,"male",85,86,86,88
"E07000155",2010,"female",87,88,88,90
"E07000155",2010,"male",85,85,86,88
"E07000155",2011,"female",88,88,89,90
"E07000155",2011,"male",86,86,86,89
"E07000155",2012,"female",88,88,89,NA
"E07000155",2012,"male",86,86,86,89
"E07000155",2013,"female",88,89,89,NA
"E07000155",2013,"male",84,84,85,89
"E07000156",2002,"female",84,85,85,88
"E07000156",2002,"male",80,81,82,87
"E07000156",2003,"female",85,85,86,89
"E07000156",2003,"male",79,80,82,86
"E07000156",2004,"female",85,85,86,88
"E07000156",2004,"male",80,80,81,87
"E07000156",2005,"female",86,86,86,89
"E07000156",2005,"male",81,81,83,88
"E07000156",2006,"female",85,86,87,90
"E07000156",2006,"male",81,81,83,87
"E07000156",2007,"female",86,86,87,89
"E07000156",2007,"male",81,82,84,87
"E07000156",2008,"female",87,87,88,90
"E07000156",2008,"male",81,81,83,87
"E07000156",2009,"female",85,86,86,89
"E07000156",2009,"male",83,83,85,88
"E07000156",2010,"female",87,87,88,90
"E07000156",2010,"male",83,83,84,87
"E07000156",2011,"female",86,87,87,89
"E07000156",2011,"male",83,84,85,88
"E07000156",2012,"female",85,85,87,90
"E07000156",2012,"male",84,85,85,88
"E07000156",2013,"female",87,87,88,NA
"E07000156",2013,"male",83,83,85,89
"E07000163",2002,"female",85,85,86,89
"E07000163",2002,"male",81,82,82,87
"E07000163",2003,"female",85,86,87,90
"E07000163",2003,"male",81,82,83,88
"E07000163",2004,"female",86,87,87,89
"E07000163",2004,"male",81,81,83,88
"E07000163",2005,"female",87,88,88,90
"E07000163",2005,"male",83,84,85,88
"E07000163",2006,"female",87,87,88,90
"E07000163",2006,"male",83,83,84,87
"E07000163",2007,"female",87,87,88,90
"E07000163",2007,"male",83,83,85,88
"E07000163",2008,"female",86,87,88,90
"E07000163",2008,"male",82,83,84,88
"E07000163",2009,"female",87,87,88,90
"E07000163",2009,"male",83,83,84,88
"E07000163",2010,"female",87,87,87,89
"E07000163",2010,"male",85,85,86,88
"E07000163",2011,"female",87,88,88,90
"E07000163",2011,"male",83,84,85,88
"E07000163",2012,"female",88,88,89,90
"E07000163",2012,"male",85,85,86,89
"E07000163",2013,"female",87,87,87,90
"E07000163",2013,"male",85,85,86,88
"E07000164",2002,"female",85,85,86,89
"E07000164",2002,"male",81,82,83,87
"E07000164",2003,"female",86,86,86,89
"E07000164",2003,"male",81,82,83,87
"E07000164",2004,"female",86,86,87,89
"E07000164",2004,"male",83,84,84,87
"E07000164",2005,"female",86,87,88,90
"E07000164",2005,"male",82,82,83,87
"E07000164",2006,"female",86,86,87,89
"E07000164",2006,"male",82,83,84,87
"E07000164",2007,"female",86,86,87,90
"E07000164",2007,"male",84,84,85,87
"E07000164",2008,"female",87,88,88,90
"E07000164",2008,"male",84,84,85,88
"E07000164",2009,"female",87,87,88,90
"E07000164",2009,"male",85,85,86,88
"E07000164",2010,"female",88,88,89,NA
"E07000164",2010,"male",84,84,85,89
"E07000164",2011,"female",89,89,89,NA
"E07000164",2011,"male",84,84,85,88
"E07000164",2012,"female",88,88,88,90
"E07000164",2012,"male",85,85,85,89
"E07000164",2013,"female",88,88,89,90
"E07000164",2013,"male",85,85,87,89
"E07000165",2002,"female",85,86,86,89
"E07000165",2002,"male",81,81,82,87
"E07000165",2003,"female",86,86,87,89
"E07000165",2003,"male",81,82,83,87
"E07000165",2004,"female",85,86,86,88
"E07000165",2004,"male",81,82,83,87
"E07000165",2005,"female",86,87,87,90
"E07000165",2005,"male",82,82,84,88
"E07000165",2006,"female",86,86,87,89
"E07000165",2006,"male",82,83,84,88
"E07000165",2007,"female",85,86,87,90
"E07000165",2007,"male",83,84,85,88
"E07000165",2008,"female",87,87,87,90
"E07000165",2008,"male",83,83,84,88
"E07000165",2009,"female",87,87,87,90
"E07000165",2009,"male",83,83,84,88
"E07000165",2010,"female",87,87,88,90
"E07000165",2010,"male",84,84,85,88
"E07000165",2011,"female",87,87,88,90
"E07000165",2011,"male",84,84,85,88
"E07000165",2012,"female",88,88,89,90
"E07000165",2012,"male",86,86,86,89
"E07000165",2013,"female",88,88,89,NA
"E07000165",2013,"male",85,85,85,88
"E07000166",2002,"female",86,87,87,89
"E07000166",2002,"male",80,81,82,87
"E07000166",2003,"female",86,86,87,88
"E07000166",2003,"male",82,83,83,87
"E07000166",2004,"female",84,84,85,89
"E07000166",2004,"male",82,83,83,87
"E07000166",2005,"female",85,85,86,89
"E07000166",2005,"male",80,81,82,88
"E07000166",2006,"female",85,85,87,90
"E07000166",2006,"male",83,84,85,88
"E07000166",2007,"female",86,86,87,89
"E07000166",2007,"male",83,83,85,88
"E07000166",2008,"female",85,86,87,89
"E07000166",2008,"male",83,83,84,86
"E07000166",2009,"female",87,87,88,90
"E07000166",2009,"male",81,81,83,87
"E07000166",2010,"female",87,88,88,90
"E07000166",2010,"male",83,83,84,88
"E07000166",2011,"female",86,86,87,89
"E07000166",2011,"male",83,84,84,88
"E07000166",2012,"female",86,86,86,89
"E07000166",2012,"male",85,85,86,87
"E07000166",2013,"female",87,88,88,90
"E07000166",2013,"male",85,86,86,88
"E07000167",2002,"female",85,86,86,89
"E07000167",2002,"male",82,83,84,86
"E07000167",2003,"female",85,86,87,90
"E07000167",2003,"male",82,82,83,87
"E07000167",2004,"female",84,85,85,90
"E07000167",2004,"male",81,81,83,87
"E07000167",2005,"female",86,87,87,90
"E07000167",2005,"male",82,83,84,88
"E07000167",2006,"female",85,86,87,90
"E07000167",2006,"male",83,84,84,86
"E07000167",2007,"female",86,87,88,90
"E07000167",2007,"male",83,83,84,87
"E07000167",2008,"female",86,87,87,90
"E07000167",2008,"male",83,83,84,88
"E07000167",2009,"female",88,88,89,90
"E07000167",2009,"male",83,84,85,88
"E07000167",2010,"female",86,86,87,89
"E07000167",2010,"male",83,83,84,89
"E07000167",2011,"female",85,86,86,89
"E07000167",2011,"male",84,84,84,88
"E07000167",2012,"female",87,87,88,90
"E07000167",2012,"male",85,85,86,88
"E07000167",2013,"female",86,86,87,89
"E07000167",2013,"male",84,84,85,88
"E07000168",2002,"female",84,85,85,89
"E07000168",2002,"male",80,81,81,87
"E07000168",2003,"female",84,84,85,89
"E07000168",2003,"male",80,81,83,87
"E07000168",2004,"female",85,85,86,88
"E07000168",2004,"male",80,81,82,86
"E07000168",2005,"female",85,85,86,89
"E07000168",2005,"male",80,81,83,88
"E07000168",2006,"female",85,85,86,89
"E07000168",2006,"male",81,81,83,87
"E07000168",2007,"female",85,86,87,90
"E07000168",2007,"male",81,82,82,86
"E07000168",2008,"female",85,86,87,89
"E07000168",2008,"male",81,82,83,88
"E07000168",2009,"female",87,87,88,90
"E07000168",2009,"male",82,83,84,88
"E07000168",2010,"female",86,86,87,90
"E07000168",2010,"male",81,82,83,88
"E07000168",2011,"female",86,86,87,89
"E07000168",2011,"male",82,83,85,89
"E07000168",2012,"female",86,87,87,89
"E07000168",2012,"male",83,84,85,88
"E07000168",2013,"female",87,87,88,90
"E07000168",2013,"male",82,83,84,87
"E07000169",2002,"female",84,84,85,88
"E07000169",2002,"male",80,80,81,86
"E07000169",2003,"female",84,84,85,89
"E07000169",2003,"male",81,82,83,86
"E07000169",2004,"female",85,86,86,88
"E07000169",2004,"male",81,81,82,86
"E07000169",2005,"female",85,85,87,89
"E07000169",2005,"male",81,81,82,87
"E07000169",2006,"female",86,86,87,89
"E07000169",2006,"male",82,83,84,87
"E07000169",2007,"female",85,85,86,88
"E07000169",2007,"male",82,82,83,87
"E07000169",2008,"female",86,86,87,89
"E07000169",2008,"male",82,82,83,88
"E07000169",2009,"female",85,85,86,89
"E07000169",2009,"male",83,84,85,87
"E07000169",2010,"female",87,87,88,89
"E07000169",2010,"male",84,85,85,89
"E07000169",2011,"female",87,87,88,90
"E07000169",2011,"male",83,83,84,87
"E07000169",2012,"female",86,86,87,89
"E07000169",2012,"male",83,84,84,88
"E07000169",2013,"female",87,87,88,89
"E07000169",2013,"male",82,83,84,88
"E07000170",2002,"female",83,83,84,88
"E07000170",2002,"male",79,79,81,86
"E07000170",2003,"female",83,83,84,88
"E07000170",2003,"male",78,79,80,86
"E07000170",2004,"female",83,83,84,87
"E07000170",2004,"male",79,80,81,85
"E07000170",2005,"female",84,84,85,88
"E07000170",2005,"male",79,80,81,87
"E07000170",2006,"female",84,85,86,89
"E07000170",2006,"male",80,81,82,86
"E07000170",2007,"female",83,84,85,88
"E07000170",2007,"male",80,81,81,86
"E07000170",2008,"female",84,84,85,88
"E07000170",2008,"male",81,82,83,87
"E07000170",2009,"female",84,85,86,88
"E07000170",2009,"male",81,82,82,87
"E07000170",2010,"female",84,85,85,88
"E07000170",2010,"male",80,81,82,87
"E07000170",2011,"female",85,86,87,89
"E07000170",2011,"male",80,81,83,87
"E07000170",2012,"female",84,85,86,88
"E07000170",2012,"male",82,83,84,88
"E07000170",2013,"female",86,86,86,89
"E07000170",2013,"male",82,83,84,88
"E07000171",2002,"female",84,85,85,88
"E07000171",2002,"male",79,79,80,86
"E07000171",2003,"female",83,84,85,88
"E07000171",2003,"male",79,80,81,86
"E07000171",2004,"female",83,83,84,89
"E07000171",2004,"male",80,81,82,87
"E07000171",2005,"female",83,84,85,89
"E07000171",2005,"male",80,81,82,86
"E07000171",2006,"female",83,83,84,88
"E07000171",2006,"male",80,81,82,87
"E07000171",2007,"female",84,84,85,88
"E07000171",2007,"male",81,82,83,87
"E07000171",2008,"female",85,85,85,88
"E07000171",2008,"male",81,81,83,87
"E07000171",2009,"female",84,84,85,88
"E07000171",2009,"male",81,82,83,87
"E07000171",2010,"female",85,85,86,89
"E07000171",2010,"male",82,82,84,87
"E07000171",2011,"female",84,85,86,88
"E07000171",2011,"male",81,82,84,88
"E07000171",2012,"female",86,87,87,90
"E07000171",2012,"male",83,83,84,88
"E07000171",2013,"female",86,86,87,89
"E07000171",2013,"male",83,83,84,87
"E07000172",2002,"female",85,86,86,88
"E07000172",2002,"male",80,81,83,87
"E07000172",2003,"female",84,85,86,88
"E07000172",2003,"male",81,81,82,87
"E07000172",2004,"female",86,86,87,89
"E07000172",2004,"male",82,82,84,88
"E07000172",2005,"female",86,86,86,89
"E07000172",2005,"male",82,82,83,87
"E07000172",2006,"female",85,85,86,89
"E07000172",2006,"male",82,82,83,87
"E07000172",2007,"female",86,86,87,90
"E07000172",2007,"male",82,82,83,87
"E07000172",2008,"female",86,86,87,90
"E07000172",2008,"male",82,82,83,88
"E07000172",2009,"female",86,86,87,90
"E07000172",2009,"male",82,82,83,87
"E07000172",2010,"female",86,87,87,90
"E07000172",2010,"male",83,83,84,88
"E07000172",2011,"female",85,86,86,89
"E07000172",2011,"male",82,82,84,87
"E07000172",2012,"female",86,87,87,90
"E07000172",2012,"male",83,84,85,88
"E07000172",2013,"female",87,87,87,89
"E07000172",2013,"male",85,85,86,88
"E07000173",2002,"female",85,85,86,88
"E07000173",2002,"male",81,82,83,87
"E07000173",2003,"female",84,84,85,89
"E07000173",2003,"male",80,81,82,87
"E07000173",2004,"female",85,86,86,88
"E07000173",2004,"male",81,81,82,87
"E07000173",2005,"female",86,86,86,89
"E07000173",2005,"male",82,83,84,87
"E07000173",2006,"female",86,86,87,89
"E07000173",2006,"male",82,82,83,87
"E07000173",2007,"female",85,85,86,88
"E07000173",2007,"male",82,83,84,87
"E07000173",2008,"female",86,86,87,89
"E07000173",2008,"male",82,83,84,88
"E07000173",2009,"female",86,86,86,88
"E07000173",2009,"male",82,83,84,87
"E07000173",2010,"female",87,87,88,89
"E07000173",2010,"male",83,84,84,88
"E07000173",2011,"female",87,87,87,89
"E07000173",2011,"male",83,83,84,88
"E07000173",2012,"female",85,86,87,89
"E07000173",2012,"male",84,84,85,88
"E07000173",2013,"female",87,87,88,90
"E07000173",2013,"male",83,84,84,88
"E07000174",2002,"female",83,84,85,89
"E07000174",2002,"male",79,80,81,86
"E07000174",2003,"female",83,84,85,88
"E07000174",2003,"male",78,79,80,86
"E07000174",2004,"female",84,85,85,88
"E07000174",2004,"male",79,80,82,87
"E07000174",2005,"female",84,84,85,88
"E07000174",2005,"male",79,79,81,86
"E07000174",2006,"female",84,85,86,89
"E07000174",2006,"male",80,80,82,86
"E07000174",2007,"female",84,85,86,89
"E07000174",2007,"male",79,80,82,87
"E07000174",2008,"female",84,84,85,89
"E07000174",2008,"male",81,81,83,88
"E07000174",2009,"female",85,86,87,89
"E07000174",2009,"male",80,81,82,88
"E07000174",2010,"female",85,86,86,90
"E07000174",2010,"male",81,82,83,87
"E07000174",2011,"female",86,86,87,89
"E07000174",2011,"male",82,82,84,87
"E07000174",2012,"female",86,86,87,89
"E07000174",2012,"male",81,82,84,88
"E07000174",2013,"female",85,85,86,88
"E07000174",2013,"male",82,83,84,87
"E07000175",2002,"female",83,83,85,89
"E07000175",2002,"male",79,79,81,87
"E07000175",2003,"female",84,84,85,88
"E07000175",2003,"male",80,81,82,86
"E07000175",2004,"female",85,85,86,89
"E07000175",2004,"male",79,80,81,87
"E07000175",2005,"female",85,85,86,89
"E07000175",2005,"male",81,82,83,87
"E07000175",2006,"female",84,84,85,89
"E07000175",2006,"male",81,82,83,87
"E07000175",2007,"female",85,85,86,89
"E07000175",2007,"male",82,82,84,87
"E07000175",2008,"female",85,85,86,89
"E07000175",2008,"male",81,81,82,87
"E07000175",2009,"female",85,86,86,89
"E07000175",2009,"male",81,82,83,88
"E07000175",2010,"female",86,86,87,89
"E07000175",2010,"male",82,83,84,87
"E07000175",2011,"female",85,86,87,89
"E07000175",2011,"male",82,83,84,88
"E07000175",2012,"female",86,87,87,89
"E07000175",2012,"male",83,84,84,88
"E07000175",2013,"female",86,86,86,90
"E07000175",2013,"male",83,83,84,88
"E07000176",2002,"female",85,85,86,89
"E07000176",2002,"male",81,81,82,86
"E07000176",2003,"female",85,86,86,89
"E07000176",2003,"male",82,82,84,87
"E07000176",2004,"female",85,85,86,88
"E07000176",2004,"male",83,83,84,87
"E07000176",2005,"female",85,86,86,89
"E07000176",2005,"male",82,82,83,87
"E07000176",2006,"female",87,87,87,89
"E07000176",2006,"male",84,84,85,89
"E07000176",2007,"female",86,87,87,89
"E07000176",2007,"male",83,83,85,88
"E07000176",2008,"female",87,87,88,89
"E07000176",2008,"male",84,84,84,88
"E07000176",2009,"female",87,87,88,89
"E07000176",2009,"male",83,83,84,88
"E07000176",2010,"female",87,87,88,90
"E07000176",2010,"male",83,83,84,88
"E07000176",2011,"female",88,88,89,90
"E07000176",2011,"male",85,85,86,89
"E07000176",2012,"female",88,88,88,90
"E07000176",2012,"male",85,85,85,89
"E07000176",2013,"female",88,88,88,90
"E07000176",2013,"male",84,84,85,88
"E07000177",2002,"female",85,85,86,89
"E07000177",2002,"male",80,81,82,87
"E07000177",2003,"female",85,85,86,89
"E07000177",2003,"male",81,81,82,87
"E07000177",2004,"female",84,85,86,89
"E07000177",2004,"male",81,81,82,87
"E07000177",2005,"female",86,86,86,89
"E07000177",2005,"male",82,82,83,87
"E07000177",2006,"female",86,87,87,90
"E07000177",2006,"male",81,82,83,88
"E07000177",2007,"female",86,86,87,90
"E07000177",2007,"male",83,83,84,88
"E07000177",2008,"female",87,87,87,89
"E07000177",2008,"male",83,83,84,88
"E07000177",2009,"female",86,86,87,89
"E07000177",2009,"male",83,83,84,87
"E07000177",2010,"female",87,87,88,90
"E07000177",2010,"male",83,84,85,87
"E07000177",2011,"female",87,87,88,90
"E07000177",2011,"male",84,85,86,88
"E07000177",2012,"female",87,88,88,90
"E07000177",2012,"male",84,84,85,88
"E07000177",2013,"female",86,87,87,89
"E07000177",2013,"male",84,85,86,88
"E07000178",2002,"female",85,85,86,89
"E07000178",2002,"male",80,81,83,87
"E07000178",2003,"female",85,86,86,89
"E07000178",2003,"male",82,83,84,87
"E07000178",2004,"female",85,86,87,89
"E07000178",2004,"male",80,81,83,86
"E07000178",2005,"female",85,85,86,90
"E07000178",2005,"male",82,82,84,88
"E07000178",2006,"female",86,86,87,89
"E07000178",2006,"male",81,83,84,88
"E07000178",2007,"female",86,87,87,90
"E07000178",2007,"male",82,83,84,88
"E07000178",2008,"female",86,87,87,90
"E07000178",2008,"male",82,83,84,89
"E07000178",2009,"female",88,88,89,90
"E07000178",2009,"male",84,84,85,88
"E07000178",2010,"female",86,87,88,90
"E07000178",2010,"male",82,82,83,87
"E07000178",2011,"female",88,88,89,NA
"E07000178",2011,"male",82,83,84,88
"E07000178",2012,"female",88,88,88,90
"E07000178",2012,"male",83,84,85,89
"E07000178",2013,"female",86,86,87,90
"E07000178",2013,"male",83,83,85,88
"E07000179",2002,"female",86,87,87,89
"E07000179",2002,"male",82,82,83,86
"E07000179",2003,"female",86,86,86,89
"E07000179",2003,"male",82,82,83,88
"E07000179",2004,"female",86,86,86,89
"E07000179",2004,"male",83,83,84,87
"E07000179",2005,"female",86,86,87,90
"E07000179",2005,"male",82,83,84,88
"E07000179",2006,"female",87,87,88,90
"E07000179",2006,"male",83,83,84,88
"E07000179",2007,"female",86,87,88,90
"E07000179",2007,"male",84,84,85,88
"E07000179",2008,"female",87,87,88,90
"E07000179",2008,"male",84,85,85,88
"E07000179",2009,"female",87,87,88,90
"E07000179",2009,"male",84,84,85,89
"E07000179",2010,"female",88,89,89,90
"E07000179",2010,"male",84,85,85,89
"E07000179",2011,"female",88,89,89,90
"E07000179",2011,"male",84,84,85,88
"E07000179",2012,"female",88,88,88,90
"E07000179",2012,"male",84,85,86,88
"E07000179",2013,"female",87,87,88,90
"E07000179",2013,"male",85,85,86,88
"E07000180",2002,"female",86,86,87,89
"E07000180",2002,"male",82,82,83,88
"E07000180",2003,"female",86,86,87,90
"E07000180",2003,"male",81,82,83,87
"E07000180",2004,"female",86,86,87,89
"E07000180",2004,"male",83,84,84,87
"E07000180",2005,"female",87,87,87,90
"E07000180",2005,"male",82,83,83,88
"E07000180",2006,"female",85,86,86,89
"E07000180",2006,"male",82,82,83,88
"E07000180",2007,"female",87,87,87,89
"E07000180",2007,"male",84,84,85,88
"E07000180",2008,"female",86,86,87,90
"E07000180",2008,"male",84,84,85,88
"E07000180",2009,"female",89,89,89,NA
"E07000180",2009,"male",85,85,86,88
"E07000180",2010,"female",88,88,89,NA
"E07000180",2010,"male",84,85,85,89
"E07000180",2011,"female",87,88,88,90
"E07000180",2011,"male",85,85,87,89
"E07000180",2012,"female",88,88,88,90
"E07000180",2012,"male",85,86,86,89
"E07000180",2013,"female",88,88,88,90
"E07000180",2013,"male",84,84,85,88
"E07000181",2002,"female",86,86,86,89
"E07000181",2002,"male",82,82,83,87
"E07000181",2003,"female",86,86,87,89
"E07000181",2003,"male",82,82,83,87
"E07000181",2004,"female",86,86,86,89
"E07000181",2004,"male",83,84,85,89
"E07000181",2005,"female",85,85,86,89
"E07000181",2005,"male",82,83,83,88
"E07000181",2006,"female",86,87,87,89
"E07000181",2006,"male",83,83,84,87
"E07000181",2007,"female",87,87,88,90
"E07000181",2007,"male",83,83,84,88
"E07000181",2008,"female",87,87,87,89
"E07000181",2008,"male",83,83,84,88
"E07000181",2009,"female",87,87,88,89
"E07000181",2009,"male",84,84,85,87
"E07000181",2010,"female",87,88,88,90
"E07000181",2010,"male",85,85,86,89
"E07000181",2011,"female",86,86,87,89
"E07000181",2011,"male",85,85,85,88
"E07000181",2012,"female",88,88,89,90
"E07000181",2012,"male",84,84,85,89
"E07000181",2013,"female",88,88,89,NA
"E07000181",2013,"male",85,85,85,88
"E07000187",2002,"female",86,87,87,89
"E07000187",2002,"male",81,81,82,87
"E07000187",2003,"female",86,86,86,89
"E07000187",2003,"male",81,82,82,86
"E07000187",2004,"female",85,85,86,89
"E07000187",2004,"male",81,82,83,87
"E07000187",2005,"female",86,86,87,89
"E07000187",2005,"male",82,82,84,87
"E07000187",2006,"female",86,87,87,90
"E07000187",2006,"male",83,83,84,88
"E07000187",2007,"female",86,87,87,89
"E07000187",2007,"male",84,84,85,87
"E07000187",2008,"female",87,87,88,89
"E07000187",2008,"male",84,84,85,88
"E07000187",2009,"female",87,87,88,90
"E07000187",2009,"male",84,84,85,89
"E07000187",2010,"female",88,88,88,90
"E07000187",2010,"male",84,85,86,89
"E07000187",2011,"female",88,88,88,90
"E07000187",2011,"male",84,85,85,88
"E07000187",2012,"female",88,88,88,90
"E07000187",2012,"male",84,85,86,89
"E07000187",2013,"female",87,87,88,90
"E07000187",2013,"male",84,85,85,88
"E07000188",2002,"female",86,87,87,90
"E07000188",2002,"male",81,81,82,86
"E07000188",2003,"female",86,86,86,89
"E07000188",2003,"male",82,82,83,87
"E07000188",2004,"female",86,86,87,89
"E07000188",2004,"male",81,82,83,86
"E07000188",2005,"female",86,86,86,89
"E07000188",2005,"male",82,82,84,88
"E07000188",2006,"female",85,85,86,89
"E07000188",2006,"male",81,82,84,88
"E07000188",2007,"female",87,87,88,90
"E07000188",2007,"male",82,83,84,88
"E07000188",2008,"female",87,87,88,90
"E07000188",2008,"male",83,83,84,87
"E07000188",2009,"female",86,86,87,89
"E07000188",2009,"male",83,83,84,88
"E07000188",2010,"female",87,87,88,NA
"E07000188",2010,"male",83,84,85,88
"E07000188",2011,"female",86,87,87,90
"E07000188",2011,"male",83,84,85,88
"E07000188",2012,"female",88,88,89,NA
"E07000188",2012,"male",84,84,85,88
"E07000188",2013,"female",87,87,88,90
"E07000188",2013,"male",84,84,85,88
"E07000189",2002,"female",86,86,87,89
"E07000189",2002,"male",82,82,83,86
"E07000189",2003,"female",85,86,86,89
"E07000189",2003,"male",82,82,83,87
"E07000189",2004,"female",86,86,87,89
"E07000189",2004,"male",83,84,85,88
"E07000189",2005,"female",86,86,87,89
"E07000189",2005,"male",83,83,84,87
"E07000189",2006,"female",86,86,87,90
"E07000189",2006,"male",82,83,84,88
"E07000189",2007,"female",87,87,88,90
"E07000189",2007,"male",83,84,85,88
"E07000189",2008,"female",87,87,88,89
"E07000189",2008,"male",84,85,85,89
"E07000189",2009,"female",87,87,88,90
"E07000189",2009,"male",84,84,85,87
"E07000189",2010,"female",87,87,88,90
"E07000189",2010,"male",84,84,85,88
"E07000189",2011,"female",88,88,89,NA
"E07000189",2011,"male",84,85,85,88
"E07000189",2012,"female",88,88,88,90
"E07000189",2012,"male",86,86,87,90
"E07000189",2013,"female",88,88,88,90
"E07000189",2013,"male",85,85,86,88
"E07000190",2002,"female",86,86,87,89
"E07000190",2002,"male",81,81,82,87
"E07000190",2003,"female",86,86,87,89
"E07000190",2003,"male",81,81,83,87
"E07000190",2004,"female",86,86,87,89
"E07000190",2004,"male",83,83,84,88
"E07000190",2005,"female",86,86,87,89
"E07000190",2005,"male",82,83,83,87
"E07000190",2006,"female",87,87,88,90
"E07000190",2006,"male",82,83,84,87
"E07000190",2007,"female",85,86,86,89
"E07000190",2007,"male",83,84,85,88
"E07000190",2008,"female",86,86,86,90
"E07000190",2008,"male",83,83,84,88
"E07000190",2009,"female",86,87,87,89
"E07000190",2009,"male",83,84,84,88
"E07000190",2010,"female",86,86,87,89
"E07000190",2010,"male",82,83,84,88
"E07000190",2011,"female",88,88,88,90
"E07000190",2011,"male",83,84,85,88
"E07000190",2012,"female",87,87,88,90
"E07000190",2012,"male",84,84,85,88
"E07000190",2013,"female",87,87,88,90
"E07000190",2013,"male",84,84,85,89
"E07000191",2002,"female",85,86,86,89
"E07000191",2002,"male",82,83,83,88
"E07000191",2003,"female",87,87,88,90
"E07000191",2003,"male",82,82,82,88
"E07000191",2004,"female",87,87,88,90
"E07000191",2004,"male",82,82,83,87
"E07000191",2005,"female",87,88,88,NA
"E07000191",2005,"male",84,85,86,89
"E07000191",2006,"female",88,88,88,NA
"E07000191",2006,"male",83,85,86,88
"E07000191",2007,"female",87,87,88,90
"E07000191",2007,"male",82,83,84,86
"E07000191",2008,"female",88,88,89,NA
"E07000191",2008,"male",84,84,85,88
"E07000191",2009,"female",86,87,88,90
"E07000191",2009,"male",83,84,85,88
"E07000191",2010,"female",89,89,90,90
"E07000191",2010,"male",85,86,88,89
"E07000191",2011,"female",88,88,89,NA
"E07000191",2011,"male",84,85,85,88
"E07000191",2012,"female",87,88,90,NA
"E07000191",2012,"male",85,86,87,89
"E07000191",2013,"female",89,89,90,NA
"E07000191",2013,"male",84,84,86,88
"E07000192",2002,"female",84,85,85,89
"E07000192",2002,"male",78,79,80,87
"E07000192",2003,"female",84,84,85,88
"E07000192",2003,"male",79,80,81,87
"E07000192",2004,"female",83,84,84,88
"E07000192",2004,"male",78,78,80,85
"E07000192",2005,"female",84,84,85,88
"E07000192",2005,"male",80,80,81,85
"E07000192",2006,"female",83,84,85,88
"E07000192",2006,"male",79,80,81,86
"E07000192",2007,"female",84,84,85,88
"E07000192",2007,"male",81,81,82,86
"E07000192",2008,"female",84,84,85,88
"E07000192",2008,"male",81,82,83,87
"E07000192",2009,"female",84,85,85,88
"E07000192",2009,"male",81,82,84,87
"E07000192",2010,"female",86,86,87,90
"E07000192",2010,"male",82,82,84,87
"E07000192",2011,"female",85,86,86,89
"E07000192",2011,"male",81,81,83,88
"E07000192",2012,"female",86,87,87,90
"E07000192",2012,"male",82,82,83,87
"E07000192",2013,"female",86,86,86,90
"E07000192",2013,"male",83,83,84,88
"E07000193",2002,"female",83,83,84,87
"E07000193",2002,"male",79,80,80,86
"E07000193",2003,"female",84,84,85,88
"E07000193",2003,"male",79,79,81,87
"E07000193",2004,"female",83,84,85,88
"E07000193",2004,"male",80,80,82,85
"E07000193",2005,"female",84,85,85,88
"E07000193",2005,"male",80,81,82,86
"E07000193",2006,"female",85,85,86,87
"E07000193",2006,"male",81,82,83,87
"E07000193",2007,"female",84,85,85,88
