"year","age","population_count","sex","region"
"1997",81,"7403","male","scotland"
"1997",81,"14465","female","scotland"
"1997",82,"21429","total","scotland"
"1997",82,"7075","male","scotland"
"1997",82,"14354","female","scotland"
"1997",83,"19542","total","scotland"
"1997",83,"6193","male","scotland"
"1997",83,"13349","female","scotland"
"1997",84,"17305","total","scotland"
"1997",84,"5437","male","scotland"
"1997",84,"11868","female","scotland"
"1997",85,"14984","total","scotland"
"1997",85,"4424","male","scotland"
"1997",85,"10560","female","scotland"
"1997",86,"13091","total","scotland"
"1997",86,"3681","male","scotland"
"1997",86,"9410","female","scotland"
"1997",87,"11615","total","scotland"
"1997",87,"3081","male","scotland"
"1997",87,"8534","female","scotland"
"1997",88,"9908","total","scotland"
"1997",88,"2455","male","scotland"
"1997",88,"7453","female","scotland"
"1997",89,"8067","total","scotland"
"1997",89,"1902","male","scotland"
"1997",89,"6165","female","scotland"
"1997",90,"25007","total","scotland"
"1997",90,"4837","male","scotland"
"1997",90,"20170","female","scotland"
"1998",0,"57565","total","scotland"
"1998",0,"29525","male","scotland"
"1998",0,"28040","female","scotland"
"1998",1,"59389","total","scotland"
"1998",1,"30540","male","scotland"
"1998",1,"28849","female","scotland"
"1998",2,"58315","total","scotland"
"1998",2,"29868","male","scotland"
"1998",2,"28447","female","scotland"
"1998",3,"59510","total","scotland"
"1998",3,"30533","male","scotland"
"1998",3,"28977","female","scotland"
"1998",4,"61612","total","scotland"
"1998",4,"31452","male","scotland"
"1998",4,"30160","female","scotland"
"1998",5,"63015","total","scotland"
"1998",5,"32147","male","scotland"
"1998",5,"30868","female","scotland"
"1998",6,"65500","total","scotland"
"1998",6,"33414","male","scotland"
"1998",6,"32086","female","scotland"
"1998",7,"65311","total","scotland"
"1998",7,"33414","male","scotland"
"1998",7,"31897","female","scotland"
"1998",8,"63441","total","scotland"
"1998",8,"32510","male","scotland"
"1998",8,"30931","female","scotland"
"1998",9,"63435","total","scotland"
"1998",9,"32519","male","scotland"
"1998",9,"30916","female","scotland"
"1998",10,"65709","total","scotland"
"1998",10,"33869","male","scotland"
"1998",10,"31840","female","scotland"
"1998",11,"65038","total","scotland"
"1998",11,"33256","male","scotland"
"1998",11,"31782","female","scotland"
"1998",12,"65467","total","scotland"
"1998",12,"33479","male","scotland"
"1998",12,"31988","female","scotland"
"1998",13,"65092","total","scotland"
"1998",13,"33065","male","scotland"
"1998",13,"32027","female","scotland"
"1998",14,"62078","total","scotland"
"1998",14,"31676","male","scotland"
"1998",14,"30402","female","scotland"
"1998",15,"62112","total","scotland"
"1998",15,"31551","male","scotland"
"1998",15,"30561","female","scotland"
"1998",16,"62857","total","scotland"
"1998",16,"31753","male","scotland"
"1998",16,"31104","female","scotland"
"1998",17,"65352","total","scotland"
"1998",17,"33307","male","scotland"
"1998",17,"32045","female","scotland"
"1998",18,"63923","total","scotland"
"1998",18,"32304","male","scotland"
"1998",18,"31619","female","scotland"
"1998",19,"64072","total","scotland"
"1998",19,"32327","male","scotland"
"1998",19,"31745","female","scotland"
"1998",20,"60520","total","scotland"
"1998",20,"29928","male","scotland"
"1998",20,"30592","female","scotland"
"1998",21,"59588","total","scotland"
"1998",21,"29677","male","scotland"
"1998",21,"29911","female","scotland"
"1998",22,"63332","total","scotland"
"1998",22,"31531","male","scotland"
"1998",22,"31801","female","scotland"
"1998",23,"63017","total","scotland"
"1998",23,"31012","male","scotland"
"1998",23,"32005","female","scotland"
"1998",24,"62986","total","scotland"
"1998",24,"31233","male","scotland"
"1998",24,"31753","female","scotland"
"1998",25,"66888","total","scotland"
"1998",25,"33097","male","scotland"
"1998",25,"33791","female","scotland"
"1998",26,"70778","total","scotland"
"1998",26,"34547","male","scotland"
"1998",26,"36231","female","scotland"
"1998",27,"74525","total","scotland"
"1998",27,"36491","male","scotland"
"1998",27,"38034","female","scotland"
"1998",28,"74213","total","scotland"
"1998",28,"36264","male","scotland"
"1998",28,"37949","female","scotland"
"1998",29,"76927","total","scotland"
"1998",29,"37687","male","scotland"
"1998",29,"39240","female","scotland"
"1998",30,"78909","total","scotland"
"1998",30,"38327","male","scotland"
"1998",30,"40582","female","scotland"
"1998",31,"80493","total","scotland"
"1998",31,"39562","male","scotland"
"1998",31,"40931","female","scotland"
"1998",32,"79089","total","scotland"
"1998",32,"38273","male","scotland"
"1998",32,"40816","female","scotland"
"1998",33,"82097","total","scotland"
"1998",33,"39971","male","scotland"
"1998",33,"42126","female","scotland"
"1998",34,"81693","total","scotland"
"1998",34,"39421","male","scotland"
"1998",34,"42272","female","scotland"
"1998",35,"81180","total","scotland"
"1998",35,"39307","male","scotland"
"1998",35,"41873","female","scotland"
"1998",36,"80147","total","scotland"
"1998",36,"39317","male","scotland"
"1998",36,"40830","female","scotland"
"1998",37,"79241","total","scotland"
"1998",37,"38580","male","scotland"
"1998",37,"40661","female","scotland"
"1998",38,"77412","total","scotland"
"1998",38,"37937","male","scotland"
"1998",38,"39475","female","scotland"
"1998",39,"76337","total","scotland"
"1998",39,"37300","male","scotland"
"1998",39,"39037","female","scotland"
"1998",40,"74700","total","scotland"
"1998",40,"36375","male","scotland"
"1998",40,"38325","female","scotland"
"1998",41,"72751","total","scotland"
"1998",41,"35613","male","scotland"
"1998",41,"37138","female","scotland"
"1998",42,"71165","total","scotland"
"1998",42,"35199","male","scotland"
"1998",42,"35966","female","scotland"
"1998",43,"68355","total","scotland"
"1998",43,"33708","male","scotland"
"1998",43,"34647","female","scotland"
"1998",44,"68128","total","scotland"
"1998",44,"33708","male","scotland"
"1998",44,"34420","female","scotland"
"1998",45,"66702","total","scotland"
"1998",45,"33095","male","scotland"
"1998",45,"33607","female","scotland"
"1998",46,"64578","total","scotland"
"1998",46,"31953","male","scotland"
"1998",46,"32625","female","scotland"
"1998",47,"66340","total","scotland"
"1998",47,"32872","male","scotland"
"1998",47,"33468","female","scotland"
"1998",48,"67171","total","scotland"
"1998",48,"33371","male","scotland"
"1998",48,"33800","female","scotland"
"1998",49,"69407","total","scotland"
"1998",49,"34519","male","scotland"
"1998",49,"34888","female","scotland"
"1998",50,"72080","total","scotland"
"1998",50,"35806","male","scotland"
"1998",50,"36274","female","scotland"
"1998",51,"78422","total","scotland"
"1998",51,"38899","male","scotland"
"1998",51,"39523","female","scotland"
"1998",52,"60766","total","scotland"
"1998",52,"30220","male","scotland"
"1998",52,"30546","female","scotland"
"1998",53,"58430","total","scotland"
"1998",53,"28836","male","scotland"
"1998",53,"29594","female","scotland"
"1998",54,"60390","total","scotland"
"1998",54,"29786","male","scotland"
"1998",54,"30604","female","scotland"
"1998",55,"59219","total","scotland"
"1998",55,"28919","male","scotland"
"1998",55,"30300","female","scotland"
"1998",56,"55421","total","scotland"
"1998",56,"26921","male","scotland"
"1998",56,"28500","female","scotland"
"1998",57,"52666","total","scotland"
"1998",57,"25370","male","scotland"
"1998",57,"27296","female","scotland"
"1998",58,"54650","total","scotland"
"1998",58,"26321","male","scotland"
"1998",58,"28329","female","scotland"
"1998",59,"54484","total","scotland"
"1998",59,"26174","male","scotland"
"1998",59,"28310","female","scotland"
"1998",60,"54205","total","scotland"
"1998",60,"26161","male","scotland"
"1998",60,"28044","female","scotland"
"1998",61,"52856","total","scotland"
"1998",61,"25105","male","scotland"
"1998",61,"27751","female","scotland"
"1998",62,"52401","total","scotland"
"1998",62,"24868","male","scotland"
"1998",62,"27533","female","scotland"
"1998",63,"51266","total","scotland"
"1998",63,"24111","male","scotland"
"1998",63,"27155","female","scotland"
"1998",64,"49773","total","scotland"
"1998",64,"23363","male","scotland"
"1998",64,"26410","female","scotland"
"1998",65,"48599","total","scotland"
"1998",65,"22595","male","scotland"
"1998",65,"26004","female","scotland"
"1998",66,"49531","total","scotland"
"1998",66,"22686","male","scotland"
"1998",66,"26845","female","scotland"
"1998",67,"48546","total","scotland"
"1998",67,"22133","male","scotland"
"1998",67,"26413","female","scotland"
"1998",68,"47264","total","scotland"
"1998",68,"21190","male","scotland"
"1998",68,"26074","female","scotland"
"1998",69,"45825","total","scotland"
"1998",69,"20510","male","scotland"
"1998",69,"25315","female","scotland"
"1998",70,"43225","total","scotland"
"1998",70,"19187","male","scotland"
"1998",70,"24038","female","scotland"
"1998",71,"42362","total","scotland"
"1998",71,"18517","male","scotland"
"1998",71,"23845","female","scotland"
"1998",72,"42286","total","scotland"
"1998",72,"18298","male","scotland"
"1998",72,"23988","female","scotland"
"1998",73,"39582","total","scotland"
"1998",73,"16839","male","scotland"
"1998",73,"22743","female","scotland"
"1998",74,"38264","total","scotland"
"1998",74,"15936","male","scotland"
"1998",74,"22328","female","scotland"
"1998",75,"35717","total","scotland"
"1998",75,"14511","male","scotland"
"1998",75,"21206","female","scotland"
"1998",76,"36068","total","scotland"
"1998",76,"14495","male","scotland"
"1998",76,"21573","female","scotland"
"1998",77,"35012","total","scotland"
"1998",77,"13590","male","scotland"
"1998",77,"21422","female","scotland"
"1998",78,"34746","total","scotland"
"1998",78,"13096","male","scotland"
"1998",78,"21650","female","scotland"
"1998",79,"22960","total","scotland"
"1998",79,"8311","male","scotland"
"1998",79,"14649","female","scotland"
"1998",80,"20436","total","scotland"
"1998",80,"7179","male","scotland"
"1998",80,"13257","female","scotland"
"1998",81,"20136","total","scotland"
"1998",81,"7004","male","scotland"
"1998",81,"13132","female","scotland"
"1998",82,"20037","total","scotland"
"1998",82,"6584","male","scotland"
"1998",82,"13453","female","scotland"
"1998",83,"19526","total","scotland"
"1998",83,"6261","male","scotland"
"1998",83,"13265","female","scotland"
"1998",84,"17679","total","scotland"
"1998",84,"5458","male","scotland"
"1998",84,"12221","female","scotland"
"1998",85,"15473","total","scotland"
"1998",85,"4703","male","scotland"
"1998",85,"10770","female","scotland"
"1998",86,"13259","total","scotland"
"1998",86,"3815","male","scotland"
"1998",86,"9444","female","scotland"
"1998",87,"11432","total","scotland"
"1998",87,"3102","male","scotland"
"1998",87,"8330","female","scotland"
"1998",88,"10028","total","scotland"
"1998",88,"2549","male","scotland"
"1998",88,"7479","female","scotland"
"1998",89,"8499","total","scotland"
"1998",89,"1997","male","scotland"
"1998",89,"6502","female","scotland"
"1998",90,"26087","total","scotland"
"1998",90,"5201","male","scotland"
"1998",90,"20886","female","scotland"
"1999",0,"56213","total","scotland"
"1999",0,"28762","male","scotland"
"1999",0,"27451","female","scotland"
"1999",1,"57283","total","scotland"
"1999",1,"29327","male","scotland"
"1999",1,"27956","female","scotland"
"1999",2,"59143","total","scotland"
"1999",2,"30458","male","scotland"
"1999",2,"28685","female","scotland"
"1999",3,"58286","total","scotland"
"1999",3,"29866","male","scotland"
"1999",3,"28420","female","scotland"
"1999",4,"59386","total","scotland"
"1999",4,"30493","male","scotland"
"1999",4,"28893","female","scotland"
"1999",5,"61399","total","scotland"
"1999",5,"31355","male","scotland"
"1999",5,"30044","female","scotland"
"1999",6,"62912","total","scotland"
"1999",6,"32100","male","scotland"
"1999",6,"30812","female","scotland"
"1999",7,"65368","total","scotland"
"1999",7,"33337","male","scotland"
"1999",7,"32031","female","scotland"
"1999",8,"65259","total","scotland"
"1999",8,"33403","male","scotland"
"1999",8,"31856","female","scotland"
"1999",9,"63512","total","scotland"
"1999",9,"32560","male","scotland"
"1999",9,"30952","female","scotland"
"1999",10,"63395","total","scotland"
"1999",10,"32550","male","scotland"
"1999",10,"30845","female","scotland"
"1999",11,"65647","total","scotland"
"1999",11,"33849","male","scotland"
"1999",11,"31798","female","scotland"
"1999",12,"64952","total","scotland"
"1999",12,"33245","male","scotland"
"1999",12,"31707","female","scotland"
"1999",13,"65409","total","scotland"
"1999",13,"33443","male","scotland"
"1999",13,"31966","female","scotland"
"1999",14,"65216","total","scotland"
"1999",14,"33165","male","scotland"
"1999",14,"32051","female","scotland"
"1999",15,"62016","total","scotland"
"1999",15,"31623","male","scotland"
"1999",15,"30393","female","scotland"
"1999",16,"61670","total","scotland"
"1999",16,"31223","male","scotland"
"1999",16,"30447","female","scotland"
"1999",17,"62316","total","scotland"
"1999",17,"31359","male","scotland"
"1999",17,"30957","female","scotland"
"1999",18,"65073","total","scotland"
"1999",18,"33084","male","scotland"
"1999",18,"31989","female","scotland"
"1999",19,"66600","total","scotland"
"1999",19,"33340","male","scotland"
"1999",19,"33260","female","scotland"
"1999",20,"64927","total","scotland"
"1999",20,"32620","male","scotland"
"1999",20,"32307","female","scotland"
"1999",21,"60492","total","scotland"
"1999",21,"29861","male","scotland"
"1999",21,"30631","female","scotland"
"1999",22,"58852","total","scotland"
"1999",22,"29219","male","scotland"
"1999",22,"29633","female","scotland"
"1999",23,"61678","total","scotland"
"1999",23,"30713","male","scotland"
"1999",23,"30965","female","scotland"
"1999",24,"61433","total","scotland"
"1999",24,"30113","male","scotland"
"1999",24,"31320","female","scotland"
"1999",25,"61905","total","scotland"
"1999",25,"30516","male","scotland"
"1999",25,"31389","female","scotland"
"1999",26,"66049","total","scotland"
"1999",26,"32434","male","scotland"
"1999",26,"33615","female","scotland"
"1999",27,"70232","total","scotland"
"1999",27,"34058","male","scotland"
"1999",27,"36174","female","scotland"
"1999",28,"74070","total","scotland"
"1999",28,"36085","male","scotland"
"1999",28,"37985","female","scotland"
"1999",29,"73772","total","scotland"
"1999",29,"35866","male","scotland"
"1999",29,"37906","female","scotland"
"1999",30,"76683","total","scotland"
"1999",30,"37366","male","scotland"
"1999",30,"39317","female","scotland"
"1999",31,"78687","total","scotland"
"1999",31,"38068","male","scotland"
"1999",31,"40619","female","scotland"
"1999",32,"80261","total","scotland"
"1999",32,"39363","male","scotland"
"1999",32,"40898","female","scotland"
"1999",33,"78958","total","scotland"
"1999",33,"38090","male","scotland"
"1999",33,"40868","female","scotland"
"1999",34,"81920","total","scotland"
"1999",34,"39774","male","scotland"
"1999",34,"42146","female","scotland"
"1999",35,"81590","total","scotland"
"1999",35,"39369","male","scotland"
"1999",35,"42221","female","scotland"
"1999",36,"81186","total","scotland"
"1999",36,"39222","male","scotland"
"1999",36,"41964","female","scotland"
"1999",37,"80113","total","scotland"
"1999",37,"39253","male","scotland"
"1999",37,"40860","female","scotland"
"1999",38,"79041","total","scotland"
"1999",38,"38471","male","scotland"
"1999",38,"40570","female","scotland"
"1999",39,"77156","total","scotland"
"1999",39,"37785","male","scotland"
"1999",39,"39371","female","scotland"
"1999",40,"76259","total","scotland"
"1999",40,"37209","male","scotland"
"1999",40,"39050","female","scotland"
"1999",41,"74683","total","scotland"
"1999",41,"36386","male","scotland"
"1999",41,"38297","female","scotland"
"1999",42,"72698","total","scotland"
"1999",42,"35579","male","scotland"
"1999",42,"37119","female","scotland"
"1999",43,"71093","total","scotland"
"1999",43,"35177","male","scotland"
"1999",43,"35916","female","scotland"
"1999",44,"68381","total","scotland"
"1999",44,"33728","male","scotland"
"1999",44,"34653","female","scotland"
"1999",45,"68012","total","scotland"
"1999",45,"33633","male","scotland"
"1999",45,"34379","female","scotland"
"1999",46,"66615","total","scotland"
"1999",46,"33032","male","scotland"
"1999",46,"33583","female","scotland"
"1999",47,"64553","total","scotland"
"1999",47,"31972","male","scotland"
"1999",47,"32581","female","scotland"
"1999",48,"66266","total","scotland"
"1999",48,"32814","male","scotland"
"1999",48,"33452","female","scotland"
"1999",49,"67120","total","scotland"
"1999",49,"33341","male","scotland"
"1999",49,"33779","female","scotland"
"1999",50,"69278","total","scotland"
"1999",50,"34452","male","scotland"
"1999",50,"34826","female","scotland"
"1999",51,"71793","total","scotland"
"1999",51,"35629","male","scotland"
"1999",51,"36164","female","scotland"
"1999",52,"78139","total","scotland"
"1999",52,"38724","male","scotland"
"1999",52,"39415","female","scotland"
"1999",53,"60559","total","scotland"
"1999",53,"30051","male","scotland"
"1999",53,"30508","female","scotland"
"1999",54,"58228","total","scotland"
"1999",54,"28706","male","scotland"
"1999",54,"29522","female","scotland"
"1999",55,"60176","total","scotland"
"1999",55,"29679","male","scotland"
"1999",55,"30497","female","scotland"
"1999",56,"58857","total","scotland"
"1999",56,"28655","male","scotland"
"1999",56,"30202","female","scotland"
"1999",57,"55087","total","scotland"
"1999",57,"26702","male","scotland"
"1999",57,"28385","female","scotland"
"1999",58,"52364","total","scotland"
"1999",58,"25148","male","scotland"
"1999",58,"27216","female","scotland"
"1999",59,"54287","total","scotland"
"1999",59,"26095","male","scotland"
"1999",59,"28192","female","scotland"
"1999",60,"54058","total","scotland"
"1999",60,"25911","male","scotland"
"1999",60,"28147","female","scotland"
"1999",61,"53681","total","scotland"
"1999",61,"25851","male","scotland"
"1999",61,"27830","female","scotland"
"1999",62,"52264","total","scotland"
"1999",62,"24731","male","scotland"
"1999",62,"27533","female","scotland"
"1999",63,"51745","total","scotland"
"1999",63,"24473","male","scotland"
"1999",63,"27272","female","scotland"
"1999",64,"50622","total","scotland"
"1999",64,"23724","male","scotland"
"1999",64,"26898","female","scotland"
"1999",65,"48987","total","scotland"
"1999",65,"22881","male","scotland"
"1999",65,"26106","female","scotland"
"1999",66,"47689","total","scotland"
"1999",66,"22048","male","scotland"
"1999",66,"25641","female","scotland"
"1999",67,"48532","total","scotland"
"1999",67,"22059","male","scotland"
"1999",67,"26473","female","scotland"
"1999",68,"47381","total","scotland"
"1999",68,"21432","male","scotland"
"1999",68,"25949","female","scotland"
"1999",69,"46120","total","scotland"
"1999",69,"20522","male","scotland"
"1999",69,"25598","female","scotland"
"1999",70,"44532","total","scotland"
"1999",70,"19765","male","scotland"
"1999",70,"24767","female","scotland"
"1999",71,"41807","total","scotland"
"1999",71,"18391","male","scotland"
"1999",71,"23416","female","scotland"
"1999",72,"40798","total","scotland"
"1999",72,"17665","male","scotland"
"1999",72,"23133","female","scotland"
"1999",73,"40642","total","scotland"
"1999",73,"17380","male","scotland"
"1999",73,"23262","female","scotland"
"1999",74,"37932","total","scotland"
"1999",74,"15939","male","scotland"
"1999",74,"21993","female","scotland"
"1999",75,"36565","total","scotland"
"1999",75,"15018","male","scotland"
"1999",75,"21547","female","scotland"
"1999",76,"33877","total","scotland"
"1999",76,"13526","male","scotland"
"1999",76,"20351","female","scotland"
"1999",77,"34180","total","scotland"
"1999",77,"13510","male","scotland"
"1999",77,"20670","female","scotland"
"1999",78,"32975","total","scotland"
"1999",78,"12603","male","scotland"
"1999",78,"20372","female","scotland"
"1999",79,"32567","total","scotland"
"1999",79,"12046","male","scotland"
"1999",79,"20521","female","scotland"
"1999",80,"21384","total","scotland"
"1999",80,"7590","male","scotland"
"1999",80,"13794","female","scotland"
"1999",81,"18807","total","scotland"
"1999",81,"6457","male","scotland"
"1999",81,"12350","female","scotland"
"1999",82,"18466","total","scotland"
"1999",82,"6306","male","scotland"
"1999",82,"12160","female","scotland"
"1999",83,"18169","total","scotland"
"1999",83,"5771","male","scotland"
"1999",83,"12398","female","scotland"
"1999",84,"17526","total","scotland"
"1999",84,"5433","male","scotland"
"1999",84,"12093","female","scotland"
"1999",85,"15745","total","scotland"
"1999",85,"4670","male","scotland"
"1999",85,"11075","female","scotland"
"1999",86,"13552","total","scotland"
"1999",86,"3951","male","scotland"
"1999",86,"9601","female","scotland"
"1999",87,"11472","total","scotland"
"1999",87,"3178","male","scotland"
"1999",87,"8294","female","scotland"
"1999",88,"9735","total","scotland"
"1999",88,"2568","male","scotland"
"1999",88,"7167","female","scotland"
"1999",89,"8537","total","scotland"
"1999",89,"2112","male","scotland"
"1999",89,"6425","female","scotland"
"1999",90,"27095","total","scotland"
"1999",90,"5524","male","scotland"
"1999",90,"21571","female","scotland"
"2000",0,"53411","total","scotland"
"2000",0,"27576","male","scotland"
"2000",0,"25835","female","scotland"
"2000",1,"55832","total","scotland"
"2000",1,"28602","male","scotland"
"2000",1,"27230","female","scotland"
"2000",2,"57006","total","scotland"
"2000",2,"29160","male","scotland"
"2000",2,"27846","female","scotland"
"2000",3,"58857","total","scotland"
"2000",3,"30358","male","scotland"
"2000",3,"28499","female","scotland"
"2000",4,"58107","total","scotland"
"2000",4,"29760","male","scotland"
"2000",4,"28347","female","scotland"
"2000",5,"59175","total","scotland"
"2000",5,"30367","male","scotland"
"2000",5,"28808","female","scotland"
"2000",6,"61130","total","scotland"
"2000",6,"31205","male","scotland"
"2000",6,"29925","female","scotland"
"2000",7,"62657","total","scotland"
"2000",7,"31978","male","scotland"
"2000",7,"30679","female","scotland"
"2000",8,"65149","total","scotland"
"2000",8,"33235","male","scotland"
"2000",8,"31914","female","scotland"
"2000",9,"65231","total","scotland"
"2000",9,"33398","male","scotland"
"2000",9,"31833","female","scotland"
"2000",10,"63532","total","scotland"
"2000",10,"32576","male","scotland"
"2000",10,"30956","female","scotland"
"2000",11,"63424","total","scotland"
"2000",11,"32568","male","scotland"
"2000",11,"30856","female","scotland"
"2000",12,"65617","total","scotland"
"2000",12,"33850","male","scotland"
"2000",12,"31767","female","scotland"
"2000",13,"64971","total","scotland"
"2000",13,"33269","male","scotland"
"2000",13,"31702","female","scotland"
"2000",14,"65340","total","scotland"
"2000",14,"33413","male","scotland"
"2000",14,"31927","female","scotland"
"2000",15,"65324","total","scotland"
"2000",15,"33199","male","scotland"
"2000",15,"32125","female","scotland"
"2000",16,"61839","total","scotland"
"2000",16,"31446","male","scotland"
"2000",16,"30393","female","scotland"
"2000",17,"61398","total","scotland"
"2000",17,"31020","male","scotland"
"2000",17,"30378","female","scotland"
"2000",18,"62128","total","scotland"
"2000",18,"31210","male","scotland"
"2000",18,"30918","female","scotland"
"2000",19,"67207","total","scotland"
"2000",19,"33888","male","scotland"
"2000",19,"33319","female","scotland"
"2000",20,"67675","total","scotland"
"2000",20,"33788","male","scotland"
"2000",20,"33887","female","scotland"
"2000",21,"64906","total","scotland"
"2000",21,"32554","male","scotland"
"2000",21,"32352","female","scotland"
"2000",22,"59752","total","scotland"
"2000",22,"29510","male","scotland"
"2000",22,"30242","female","scotland"
"2000",23,"57216","total","scotland"
"2000",23,"28394","male","scotland"
"2000",23,"28822","female","scotland"
"2000",24,"60056","total","scotland"
"2000",24,"29734","male","scotland"
"2000",24,"30322","female","scotland"
"2000",25,"60310","total","scotland"
"2000",25,"29327","male","scotland"
"2000",25,"30983","female","scotland"
"2000",26,"60998","total","scotland"
"2000",26,"29822","male","scotland"
"2000",26,"31176","female","scotland"
"2000",27,"65453","total","scotland"
"2000",27,"31970","male","scotland"
"2000",27,"33483","female","scotland"
"2000",28,"69568","total","scotland"
"2000",28,"33555","male","scotland"
"2000",28,"36013","female","scotland"
"2000",29,"73643","total","scotland"
"2000",29,"35650","male","scotland"
"2000",29,"37993","female","scotland"
"2000",30,"73362","total","scotland"
"2000",30,"35482","male","scotland"
"2000",30,"37880","female","scotland"
"2000",31,"76396","total","scotland"
"2000",31,"37070","male","scotland"
"2000",31,"39326","female","scotland"
"2000",32,"78278","total","scotland"
"2000",32,"37713","male","scotland"
"2000",32,"40565","female","scotland"
"2000",33,"79878","total","scotland"
"2000",33,"38992","male","scotland"
"2000",33,"40886","female","scotland"
"2000",34,"78819","total","scotland"
"2000",34,"37886","male","scotland"
"2000",34,"40933","female","scotland"
"2000",35,"81691","total","scotland"
"2000",35,"39611","male","scotland"
"2000",35,"42080","female","scotland"
"2000",36,"81413","total","scotland"
"2000",36,"39184","male","scotland"
"2000",36,"42229","female","scotland"
"2000",37,"81116","total","scotland"
"2000",37,"39098","male","scotland"
"2000",37,"42018","female","scotland"
"2000",38,"80009","total","scotland"
"2000",38,"39138","male","scotland"
"2000",38,"40871","female","scotland"
"2000",39,"78829","total","scotland"
"2000",39,"38296","male","scotland"
"2000",39,"40533","female","scotland"
"2000",40,"76948","total","scotland"
"2000",40,"37638","male","scotland"
"2000",40,"39310","female","scotland"
"2000",41,"76061","total","scotland"
"2000",41,"37030","male","scotland"
"2000",41,"39031","female","scotland"
"2000",42,"74578","total","scotland"
"2000",42,"36315","male","scotland"
"2000",42,"38263","female","scotland"
"2000",43,"72653","total","scotland"
"2000",43,"35528","male","scotland"
"2000",43,"37125","female","scotland"
"2000",44,"71064","total","scotland"
"2000",44,"35164","male","scotland"
"2000",44,"35900","female","scotland"
"2000",45,"68316","total","scotland"
"2000",45,"33701","male","scotland"
"2000",45,"34615","female","scotland"
"2000",46,"67913","total","scotland"
"2000",46,"33553","male","scotland"
"2000",46,"34360","female","scotland"
"2000",47,"66560","total","scotland"
"2000",47,"33004","male","scotland"
"2000",47,"33556","female","scotland"
"2000",48,"64443","total","scotland"
"2000",48,"31896","male","scotland"
"2000",48,"32547","female","scotland"
"2000",49,"66124","total","scotland"
"2000",49,"32735","male","scotland"
"2000",49,"33389","female","scotland"
"2000",50,"66981","total","scotland"
"2000",50,"33267","male","scotland"
"2000",50,"33714","female","scotland"
"2000",51,"69101","total","scotland"
"2000",51,"34357","male","scotland"
"2000",51,"34744","female","scotland"
"2000",52,"71611","total","scotland"
"2000",52,"35518","male","scotland"
"2000",52,"36093","female","scotland"
"2000",53,"77828","total","scotland"
"2000",53,"38512","male","scotland"
"2000",53,"39316","female","scotland"
"2000",54,"60342","total","scotland"
"2000",54,"29925","male","scotland"
"2000",54,"30417","female","scotland"
"2000",55,"58028","total","scotland"
"2000",55,"28594","male","scotland"
"2000",55,"29434","female","scotland"
"2000",56,"59782","total","scotland"
"2000",56,"29392","male","scotland"
"2000",56,"30390","female","scotland"
"2000",57,"58523","total","scotland"
"2000",57,"28445","male","scotland"
"2000",57,"30078","female","scotland"
"2000",58,"54680","total","scotland"
"2000",58,"26426","male","scotland"
"2000",58,"28254","female","scotland"
"2000",59,"51980","total","scotland"
"2000",59,"24915","male","scotland"
"2000",59,"27065","female","scotland"
"2000",60,"53885","total","scotland"
"2000",60,"25812","male","scotland"
"2000",60,"28073","female","scotland"
"2000",61,"53530","total","scotland"
"2000",61,"25581","male","scotland"
"2000",61,"27949","female","scotland"
"2000",62,"53105","total","scotland"
"2000",62,"25534","male","scotland"
"2000",62,"27571","female","scotland"
"2000",63,"51593","total","scotland"
"2000",63,"24342","male","scotland"
"2000",63,"27251","female","scotland"
"2000",64,"51123","total","scotland"
"2000",64,"24061","male","scotland"
"2000",64,"27062","female","scotland"
"2000",65,"49936","total","scotland"
"2000",65,"23323","male","scotland"
"2000",65,"26613","female","scotland"
"2000",66,"48184","total","scotland"
"2000",66,"22360","male","scotland"
"2000",66,"25824","female","scotland"
"2000",67,"46829","total","scotland"
"2000",67,"21538","male","scotland"
"2000",67,"25291","female","scotland"
"2000",68,"47456","total","scotland"
"2000",68,"21432","male","scotland"
"2000",68,"26024","female","scotland"
"2000",69,"46233","total","scotland"
"2000",69,"20755","male","scotland"
"2000",69,"25478","female","scotland"
"2000",70,"44859","total","scotland"
"2000",70,"19787","male","scotland"
"2000",70,"25072","female","scotland"
"2000",71,"43208","total","scotland"
"2000",71,"19029","male","scotland"
"2000",71,"24179","female","scotland"
"2000",72,"40360","total","scotland"
"2000",72,"17598","male","scotland"
"2000",72,"22762","female","scotland"
"2000",73,"39224","total","scotland"
"2000",73,"16814","male","scotland"
"2000",73,"22410","female","scotland"
"2000",74,"38923","total","scotland"
"2000",74,"16428","male","scotland"
"2000",74,"22495","female","scotland"
"2000",75,"36271","total","scotland"
"2000",75,"15033","male","scotland"
"2000",75,"21238","female","scotland"
"2000",76,"34850","total","scotland"
"2000",76,"14126","male","scotland"
"2000",76,"20724","female","scotland"
"2000",77,"32028","total","scotland"
"2000",77,"12594","male","scotland"
"2000",77,"19434","female","scotland"
"2000",78,"32121","total","scotland"
"2000",78,"12428","male","scotland"
"2000",78,"19693","female","scotland"
"2000",79,"30907","total","scotland"
"2000",79,"11650","male","scotland"
"2000",79,"19257","female","scotland"
"2000",80,"30343","total","scotland"
"2000",80,"11046","male","scotland"
"2000",80,"19297","female","scotland"
"2000",81,"19755","total","scotland"
"2000",81,"6870","male","scotland"
"2000",81,"12885","female","scotland"
"2000",82,"17184","total","scotland"
