"year","age","population_count","sex","region"
"2012",79,"31618","total","scotland"
"2012",79,"13378","male","scotland"
"2012",79,"18240","female","scotland"
"2012",80,"30886","total","scotland"
"2012",80,"12700","male","scotland"
"2012",80,"18186","female","scotland"
"2012",81,"28443","total","scotland"
"2012",81,"11589","male","scotland"
"2012",81,"16854","female","scotland"
"2012",82,"25618","total","scotland"
"2012",82,"9979","male","scotland"
"2012",82,"15639","female","scotland"
"2012",83,"23314","total","scotland"
"2012",83,"9049","male","scotland"
"2012",83,"14265","female","scotland"
"2012",84,"20372","total","scotland"
"2012",84,"7602","male","scotland"
"2012",84,"12770","female","scotland"
"2012",85,"18505","total","scotland"
"2012",85,"6734","male","scotland"
"2012",85,"11771","female","scotland"
"2012",86,"16740","total","scotland"
"2012",86,"5893","male","scotland"
"2012",86,"10847","female","scotland"
"2012",87,"14323","total","scotland"
"2012",87,"4939","male","scotland"
"2012",87,"9384","female","scotland"
"2012",88,"12464","total","scotland"
"2012",88,"4072","male","scotland"
"2012",88,"8392","female","scotland"
"2012",89,"10305","total","scotland"
"2012",89,"3200","male","scotland"
"2012",89,"7105","female","scotland"
"2012",90,"36905","total","scotland"
"2012",90,"9839","male","scotland"
"2012",90,"27066","female","scotland"
"2013",0,"57058","total","scotland"
"2013",0,"29161","male","scotland"
"2013",0,"27897","female","scotland"
"2013",1,"58898","total","scotland"
"2013",1,"30258","male","scotland"
"2013",1,"28640","female","scotland"
"2013",2,"60762","total","scotland"
"2013",2,"31069","male","scotland"
"2013",2,"29693","female","scotland"
"2013",3,"57980","total","scotland"
"2013",3,"29529","male","scotland"
"2013",3,"28451","female","scotland"
"2013",4,"59583","total","scotland"
"2013",4,"30266","male","scotland"
"2013",4,"29317","female","scotland"
"2013",5,"59457","total","scotland"
"2013",5,"30279","male","scotland"
"2013",5,"29178","female","scotland"
"2013",6,"57086","total","scotland"
"2013",6,"29180","male","scotland"
"2013",6,"27906","female","scotland"
"2013",7,"56002","total","scotland"
"2013",7,"28523","male","scotland"
"2013",7,"27479","female","scotland"
"2013",8,"55553","total","scotland"
"2013",8,"28546","male","scotland"
"2013",8,"27007","female","scotland"
"2013",9,"54506","total","scotland"
"2013",9,"28086","male","scotland"
"2013",9,"26420","female","scotland"
"2013",10,"52884","total","scotland"
"2013",10,"26967","male","scotland"
"2013",10,"25917","female","scotland"
"2013",11,"52706","total","scotland"
"2013",11,"26849","male","scotland"
"2013",11,"25857","female","scotland"
"2013",12,"54857","total","scotland"
"2013",12,"27859","male","scotland"
"2013",12,"26998","female","scotland"
"2013",13,"56241","total","scotland"
"2013",13,"28969","male","scotland"
"2013",13,"27272","female","scotland"
"2013",14,"58432","total","scotland"
"2013",14,"29984","male","scotland"
"2013",14,"28448","female","scotland"
"2013",15,"59674","total","scotland"
"2013",15,"30566","male","scotland"
"2013",15,"29108","female","scotland"
"2013",16,"61823","total","scotland"
"2013",16,"31755","male","scotland"
"2013",16,"30068","female","scotland"
"2013",17,"61892","total","scotland"
"2013",17,"31976","male","scotland"
"2013",17,"29916","female","scotland"
"2013",18,"64275","total","scotland"
"2013",18,"32758","male","scotland"
"2013",18,"31517","female","scotland"
"2013",19,"67930","total","scotland"
"2013",19,"34380","male","scotland"
"2013",19,"33550","female","scotland"
"2013",20,"70057","total","scotland"
"2013",20,"34934","male","scotland"
"2013",20,"35123","female","scotland"
"2013",21,"75757","total","scotland"
"2013",21,"37522","male","scotland"
"2013",21,"38235","female","scotland"
"2013",22,"77128","total","scotland"
"2013",22,"38479","male","scotland"
"2013",22,"38649","female","scotland"
"2013",23,"73666","total","scotland"
"2013",23,"36793","male","scotland"
"2013",23,"36873","female","scotland"
"2013",24,"72339","total","scotland"
"2013",24,"36210","male","scotland"
"2013",24,"36129","female","scotland"
"2013",25,"72969","total","scotland"
"2013",25,"36357","male","scotland"
"2013",25,"36612","female","scotland"
"2013",26,"70669","total","scotland"
"2013",26,"34839","male","scotland"
"2013",26,"35830","female","scotland"
"2013",27,"70317","total","scotland"
"2013",27,"34949","male","scotland"
"2013",27,"35368","female","scotland"
"2013",28,"69911","total","scotland"
"2013",28,"34385","male","scotland"
"2013",28,"35526","female","scotland"
"2013",29,"67468","total","scotland"
"2013",29,"33124","male","scotland"
"2013",29,"34344","female","scotland"
"2013",30,"68639","total","scotland"
"2013",30,"33515","male","scotland"
"2013",30,"35124","female","scotland"
"2013",31,"69592","total","scotland"
"2013",31,"33819","male","scotland"
"2013",31,"35773","female","scotland"
"2013",32,"69168","total","scotland"
"2013",32,"33969","male","scotland"
"2013",32,"35199","female","scotland"
"2013",33,"67777","total","scotland"
"2013",33,"33240","male","scotland"
"2013",33,"34537","female","scotland"
"2013",34,"65398","total","scotland"
"2013",34,"32395","male","scotland"
"2013",34,"33003","female","scotland"
"2013",35,"61018","total","scotland"
"2013",35,"29765","male","scotland"
"2013",35,"31253","female","scotland"
"2013",36,"59974","total","scotland"
"2013",36,"29709","male","scotland"
"2013",36,"30265","female","scotland"
"2013",37,"63634","total","scotland"
"2013",37,"31333","male","scotland"
"2013",37,"32301","female","scotland"
"2013",38,"64228","total","scotland"
"2013",38,"31280","male","scotland"
"2013",38,"32948","female","scotland"
"2013",39,"65325","total","scotland"
"2013",39,"32177","male","scotland"
"2013",39,"33148","female","scotland"
"2013",40,"69295","total","scotland"
"2013",40,"33998","male","scotland"
"2013",40,"35297","female","scotland"
"2013",41,"73738","total","scotland"
"2013",41,"35714","male","scotland"
"2013",41,"38024","female","scotland"
"2013",42,"76636","total","scotland"
"2013",42,"36907","male","scotland"
"2013",42,"39729","female","scotland"
"2013",43,"75877","total","scotland"
"2013",43,"36663","male","scotland"
"2013",43,"39214","female","scotland"
"2013",44,"78693","total","scotland"
"2013",44,"38049","male","scotland"
"2013",44,"40644","female","scotland"
"2013",45,"80364","total","scotland"
"2013",45,"38799","male","scotland"
"2013",45,"41565","female","scotland"
"2013",46,"81019","total","scotland"
"2013",46,"39615","male","scotland"
"2013",46,"41404","female","scotland"
"2013",47,"80517","total","scotland"
"2013",47,"39098","male","scotland"
"2013",47,"41419","female","scotland"
"2013",48,"83462","total","scotland"
"2013",48,"40686","male","scotland"
"2013",48,"42776","female","scotland"
"2013",49,"82452","total","scotland"
"2013",49,"39817","male","scotland"
"2013",49,"42635","female","scotland"
"2013",50,"82215","total","scotland"
"2013",50,"39965","male","scotland"
"2013",50,"42250","female","scotland"
"2013",51,"80383","total","scotland"
"2013",51,"39491","male","scotland"
"2013",51,"40892","female","scotland"
"2013",52,"78537","total","scotland"
"2013",52,"38375","male","scotland"
"2013",52,"40162","female","scotland"
"2013",53,"75921","total","scotland"
"2013",53,"37303","male","scotland"
"2013",53,"38618","female","scotland"
"2013",54,"75395","total","scotland"
"2013",54,"36727","male","scotland"
"2013",54,"38668","female","scotland"
"2013",55,"73359","total","scotland"
"2013",55,"35712","male","scotland"
"2013",55,"37647","female","scotland"
"2013",56,"71568","total","scotland"
"2013",56,"35062","male","scotland"
"2013",56,"36506","female","scotland"
"2013",57,"69359","total","scotland"
"2013",57,"33986","male","scotland"
"2013",57,"35373","female","scotland"
"2013",58,"66474","total","scotland"
"2013",58,"32440","male","scotland"
"2013",58,"34034","female","scotland"
"2013",59,"65614","total","scotland"
"2013",59,"32124","male","scotland"
"2013",59,"33490","female","scotland"
"2013",60,"64453","total","scotland"
"2013",60,"31498","male","scotland"
"2013",60,"32955","female","scotland"
"2013",61,"62186","total","scotland"
"2013",61,"30357","male","scotland"
"2013",61,"31829","female","scotland"
"2013",62,"62924","total","scotland"
"2013",62,"30662","male","scotland"
"2013",62,"32262","female","scotland"
"2013",63,"63031","total","scotland"
"2013",63,"30919","male","scotland"
"2013",63,"32112","female","scotland"
"2013",64,"64733","total","scotland"
"2013",64,"31583","male","scotland"
"2013",64,"33150","female","scotland"
"2013",65,"66695","total","scotland"
"2013",65,"32490","male","scotland"
"2013",65,"34205","female","scotland"
"2013",66,"72142","total","scotland"
"2013",66,"34941","male","scotland"
"2013",66,"37201","female","scotland"
"2013",67,"54591","total","scotland"
"2013",67,"26499","male","scotland"
"2013",67,"28092","female","scotland"
"2013",68,"51504","total","scotland"
"2013",68,"24526","male","scotland"
"2013",68,"26978","female","scotland"
"2013",69,"52404","total","scotland"
"2013",69,"25114","male","scotland"
"2013",69,"27290","female","scotland"
"2013",70,"50408","total","scotland"
"2013",70,"23556","male","scotland"
"2013",70,"26852","female","scotland"
"2013",71,"46195","total","scotland"
"2013",71,"21392","male","scotland"
"2013",71,"24803","female","scotland"
"2013",72,"42711","total","scotland"
"2013",72,"19508","male","scotland"
"2013",72,"23203","female","scotland"
"2013",73,"43358","total","scotland"
"2013",73,"19731","male","scotland"
"2013",73,"23627","female","scotland"
"2013",74,"42228","total","scotland"
"2013",74,"19191","male","scotland"
"2013",74,"23037","female","scotland"
"2013",75,"40874","total","scotland"
"2013",75,"18456","male","scotland"
"2013",75,"22418","female","scotland"
"2013",76,"38583","total","scotland"
"2013",76,"16897","male","scotland"
"2013",76,"21686","female","scotland"
"2013",77,"36997","total","scotland"
"2013",77,"16120","male","scotland"
"2013",77,"20877","female","scotland"
"2013",78,"34899","total","scotland"
"2013",78,"15035","male","scotland"
"2013",78,"19864","female","scotland"
"2013",79,"32220","total","scotland"
"2013",79,"13727","male","scotland"
"2013",79,"18493","female","scotland"
"2013",80,"29817","total","scotland"
"2013",80,"12496","male","scotland"
"2013",80,"17321","female","scotland"
"2013",81,"28971","total","scotland"
"2013",81,"11798","male","scotland"
"2013",81,"17173","female","scotland"
"2013",82,"26479","total","scotland"
"2013",82,"10673","male","scotland"
"2013",82,"15806","female","scotland"
"2013",83,"23759","total","scotland"
"2013",83,"9156","male","scotland"
"2013",83,"14603","female","scotland"
"2013",84,"21300","total","scotland"
"2013",84,"8131","male","scotland"
"2013",84,"13169","female","scotland"
"2013",85,"18377","total","scotland"
"2013",85,"6754","male","scotland"
"2013",85,"11623","female","scotland"
"2013",86,"16625","total","scotland"
"2013",86,"5940","male","scotland"
"2013",86,"10685","female","scotland"
"2013",87,"14788","total","scotland"
"2013",87,"5108","male","scotland"
"2013",87,"9680","female","scotland"
"2013",88,"12480","total","scotland"
"2013",88,"4231","male","scotland"
"2013",88,"8249","female","scotland"
"2013",89,"10772","total","scotland"
"2013",89,"3448","male","scotland"
"2013",89,"7324","female","scotland"
"2013",90,"37685","total","scotland"
"2013",90,"10310","male","scotland"
"2013",90,"27375","female","scotland"
"2014",0,"56297","total","scotland"
"2014",0,"28913","male","scotland"
"2014",0,"27384","female","scotland"
"2014",1,"57452","total","scotland"
"2014",1,"29337","male","scotland"
"2014",1,"28115","female","scotland"
"2014",2,"59228","total","scotland"
"2014",2,"30424","male","scotland"
"2014",2,"28804","female","scotland"
"2014",3,"61007","total","scotland"
"2014",3,"31184","male","scotland"
"2014",3,"29823","female","scotland"
"2014",4,"58246","total","scotland"
"2014",4,"29656","male","scotland"
"2014",4,"28590","female","scotland"
"2014",5,"59776","total","scotland"
"2014",5,"30352","male","scotland"
"2014",5,"29424","female","scotland"
"2014",6,"59654","total","scotland"
"2014",6,"30378","male","scotland"
"2014",6,"29276","female","scotland"
"2014",7,"57256","total","scotland"
"2014",7,"29262","male","scotland"
"2014",7,"27994","female","scotland"
"2014",8,"56157","total","scotland"
"2014",8,"28610","male","scotland"
"2014",8,"27547","female","scotland"
"2014",9,"55742","total","scotland"
"2014",9,"28635","male","scotland"
"2014",9,"27107","female","scotland"
"2014",10,"54680","total","scotland"
"2014",10,"28184","male","scotland"
"2014",10,"26496","female","scotland"
"2014",11,"53042","total","scotland"
"2014",11,"27029","male","scotland"
"2014",11,"26013","female","scotland"
"2014",12,"52773","total","scotland"
"2014",12,"26889","male","scotland"
"2014",12,"25884","female","scotland"
"2014",13,"54991","total","scotland"
"2014",13,"27929","male","scotland"
"2014",13,"27062","female","scotland"
"2014",14,"56376","total","scotland"
"2014",14,"29027","male","scotland"
"2014",14,"27349","female","scotland"
"2014",15,"58605","total","scotland"
"2014",15,"30060","male","scotland"
"2014",15,"28545","female","scotland"
"2014",16,"59820","total","scotland"
"2014",16,"30657","male","scotland"
"2014",16,"29163","female","scotland"
"2014",17,"62081","total","scotland"
"2014",17,"31830","male","scotland"
"2014",17,"30251","female","scotland"
"2014",18,"63580","total","scotland"
"2014",18,"32612","male","scotland"
"2014",18,"30968","female","scotland"
"2014",19,"66767","total","scotland"
"2014",19,"33734","male","scotland"
"2014",19,"33033","female","scotland"
"2014",20,"69591","total","scotland"
"2014",20,"35028","male","scotland"
"2014",20,"34563","female","scotland"
"2014",21,"70981","total","scotland"
"2014",21,"35258","male","scotland"
"2014",21,"35723","female","scotland"
"2014",22,"76655","total","scotland"
"2014",22,"37784","male","scotland"
"2014",22,"38871","female","scotland"
"2014",23,"77059","total","scotland"
"2014",23,"38453","male","scotland"
"2014",23,"38606","female","scotland"
"2014",24,"73341","total","scotland"
"2014",24,"36695","male","scotland"
"2014",24,"36646","female","scotland"
"2014",25,"72174","total","scotland"
"2014",25,"36179","male","scotland"
"2014",25,"35995","female","scotland"
"2014",26,"72901","total","scotland"
"2014",26,"36253","male","scotland"
"2014",26,"36648","female","scotland"
"2014",27,"70831","total","scotland"
"2014",27,"34898","male","scotland"
"2014",27,"35933","female","scotland"
"2014",28,"70296","total","scotland"
"2014",28,"34875","male","scotland"
"2014",28,"35421","female","scotland"
"2014",29,"69960","total","scotland"
"2014",29,"34277","male","scotland"
"2014",29,"35683","female","scotland"
"2014",30,"67738","total","scotland"
